id,state,y,x
3574,JUVENILE,285.0,178.0
3575,JUVENILE,62.0,4.0
3576,ADULT_FEMALE_G,277.0,158.0
3577,JUVENILE,11.0,169.0
3578,JUVENILE,5.0,225.0
3579,ADULT_FEMALE_G,62.0,2.0
3580,ADULT_FEMALE_G,1.0,230.0
3581,ADULT_FEMALE_G,5.0,219.0
3582,ADULT_MALE,57.0,1.0
3583,ADULT_FEMALE_G,6.0,206.0
3584,JUVENILE,11.0,169.0
3585,ADULT_MALE,52.0,2.0
3586,ADULT_FEMALE_G,14.0,164.0
3587,JUVENILE,11.0,169.0
3588,ADULT_FEMALE_G,6.0,205.0
3589,JUVENILE,284.0,175.0
3590,JUVENILE,307.0,173.0
3591,JUVENILE,5.0,225.0
3592,JUVENILE,285.0,178.0
3593,JUVENILE,62.0,4.0
3594,JUVENILE,284.0,175.0
3595,ADULT_MALE,62.0,6.0
3596,JUVENILE,62.0,4.0
3597,ADULT_FEMALE_G,56.0,37.0
3598,ADULT_FEMALE_G,3.0,221.0
3599,ADULT_MALE,3.0,214.0
3600,ADULT_FEMALE_G,53.0,3.0
3601,JUVENILE,5.0,225.0
3602,JUVENILE,5.0,225.0
3603,JUVENILE,5.0,225.0
3604,ADULT_MALE,3.0,227.0
3605,JUVENILE,11.0,169.0
3606,JUVENILE,5.0,225.0
3607,JUVENILE,62.0,4.0
3608,JUVENILE,307.0,173.0
3609,ADULT_FEMALE_G,10.0,163.0
3610,JUVENILE,5.0,225.0
3611,JUVENILE,284.0,175.0
3612,JUVENILE,62.0,4.0
3613,JUVENILE,5.0,225.0
3614,ADULT_FEMALE_G,3.0,230.0
3615,ADULT_FEMALE_G,9.0,204.0
3616,JUVENILE,5.0,225.0
3617,JUVENILE,284.0,175.0
3618,JUVENILE,285.0,178.0
3619,JUVENILE,285.0,178.0
3620,ADULT_FEMALE_G,61.0,1.0
3621,ADULT_FEMALE_G,48.0,15.0
3622,ADULT_FEMALE_G,30.0,11.0
3623,JUVENILE,5.0,225.0
3624,JUVENILE,11.0,169.0
3625,ADULT_MALE,51.0,6.0
3626,JUVENILE,41.0,23.0
3627,ADULT_MALE,304.0,178.0
3628,JUVENILE,62.0,4.0
3629,ADULT_MALE,54.0,4.0
3630,ADULT_FEMALE_G,52.0,28.0
3631,JUVENILE,5.0,225.0
3632,JUVENILE,11.0,169.0
3633,ADULT_FEMALE_G,3.0,214.0
3634,ADULT_FEMALE_G,5.0,218.0
3635,ADULT_FEMALE_G,5.0,171.0
3636,ADULT_MALE,40.0,5.0
3637,ADULT_FEMALE_G,11.0,160.0
3638,ADULT_FEMALE_G,10.0,162.0
3639,ADULT_FEMALE_G,3.0,211.0
3640,JUVENILE,284.0,175.0
3641,ADULT_FEMALE_G,61.0,6.0
3642,ADULT_MALE,63.0,5.0
3643,JUVENILE,11.0,169.0
3644,ADULT_FEMALE_G,1.0,204.0
3645,ADULT_FEMALE_G,2.0,206.0
3646,ADULT_FEMALE_G,314.0,160.0
3647,ADULT_FEMALE_G,272.0,167.0
3648,JUVENILE,5.0,225.0
3649,JUVENILE,62.0,4.0
3650,ADULT_FEMALE_G,0.0,175.0
3651,JUVENILE,284.0,175.0
3652,JUVENILE,11.0,169.0
3653,JUVENILE,41.0,23.0
3654,ADULT_FEMALE_G,40.0,7.0
3655,JUVENILE,5.0,225.0
3656,ADULT_FEMALE_G,294.0,163.0
3657,ADULT_FEMALE_G,309.0,169.0
3658,ADULT_MALE,295.0,180.0
3659,JUVENILE,5.0,225.0
3660,ADULT_FEMALE_U,61.0,4.0
3661,JUVENILE,62.0,4.0
3662,ADULT_FEMALE_G,279.0,160.0
3663,ADULT_MALE,0.0,227.0
3664,ADULT_MALE,280.0,175.0
3665,JUVENILE,284.0,175.0
3666,ADULT_FEMALE_G,40.0,7.0
3667,ADULT_FEMALE_G,284.0,159.0
3668,ADULT_FEMALE_G,50.0,31.0
3669,ADULT_FEMALE_G,41.0,17.0
3670,ADULT_FEMALE_G,299.0,183.0
3671,JUVENILE,5.0,225.0
3672,ADULT_FEMALE_G,10.0,209.0
3673,JUVENILE,11.0,169.0
3674,ADULT_MALE,8.0,167.0
3675,JUVENILE,285.0,178.0
3676,ADULT_FEMALE_G,331.0,194.0
3677,ADULT_FEMALE_G,330.0,198.0
3678,JUVENILE,62.0,4.0
3679,ADULT_FEMALE_G,52.0,8.0
3680,JUVENILE,41.0,23.0
3681,ADULT_FEMALE_G,23.0,177.0
3682,ADULT_FEMALE_G,289.0,175.0
3683,JUVENILE,307.0,173.0
3684,JUVENILE,62.0,4.0
3685,JUVENILE,11.0,169.0
3686,JUVENILE,11.0,169.0
3687,JUVENILE,5.0,225.0
3688,ADULT_MALE,63.0,2.0
3689,ADULT_FEMALE_G,3.0,174.0
3690,ADULT_FEMALE_G,6.0,220.0
3691,ADULT_FEMALE_G,309.0,175.0
3692,ADULT_FEMALE_G,0.0,206.0
3693,JUVENILE,11.0,169.0
3694,ADULT_FEMALE_G,46.0,25.0
3695,JUVENILE,11.0,169.0
3696,ADULT_FEMALE_G,5.0,169.0
3697,JUVENILE,285.0,178.0
3698,JUVENILE,62.0,4.0
3699,ADULT_MALE,289.0,184.0
3700,ADULT_FEMALE_G,42.0,26.0
3701,JUVENILE,5.0,225.0
3702,JUVENILE,41.0,23.0
3703,JUVENILE,41.0,23.0
3704,ADULT_FEMALE_G,297.0,171.0
3705,ADULT_MALE,1.0,222.0
3706,ADULT_FEMALE_G,54.0,22.0
3707,ADULT_FEMALE_G,4.0,220.0
3708,JUVENILE,5.0,225.0
3709,JUVENILE,5.0,225.0
3710,JUVENILE,285.0,178.0
3711,ADULT_FEMALE_G,5.0,222.0
3712,ADULT_MALE,2.0,191.0
3713,ADULT_MALE,9.0,207.0
3714,ADULT_FEMALE_G,4.0,225.0
3715,ADULT_MALE,5.0,228.0
3716,ADULT_MALE,52.0,7.0
3717,JUVENILE,285.0,178.0
3718,JUVENILE,11.0,169.0
3719,JUVENILE,5.0,225.0
3720,JUVENILE,285.0,178.0
3721,ADULT_MALE,1.0,227.0
3722,JUVENILE,62.0,4.0
3723,ADULT_FEMALE_G,6.0,221.0
3724,JUVENILE,11.0,169.0
3725,JUVENILE,5.0,225.0
3726,JUVENILE,5.0,225.0
3727,ADULT_FEMALE_G,4.0,173.0
3728,JUVENILE,11.0,169.0
3729,ADULT_FEMALE_G,8.0,169.0
3730,ADULT_FEMALE_G,8.0,211.0
3731,ADULT_FEMALE_G,58.0,4.0
3732,JUVENILE,11.0,169.0
3733,JUVENILE,5.0,225.0
3734,JUVENILE,307.0,173.0
3735,ADULT_FEMALE_G,4.0,224.0
3736,ADULT_FEMALE_G,61.0,7.0
3737,JUVENILE,62.0,4.0
3738,JUVENILE,11.0,169.0
3739,JUVENILE,11.0,169.0
3740,ADULT_FEMALE_G,1.0,204.0
3741,ADULT_FEMALE_G,8.0,206.0
3742,ADULT_FEMALE_G,304.0,186.0
3743,ADULT_MALE,57.0,7.0
3744,JUVENILE,5.0,225.0
3745,ADULT_FEMALE_G,292.0,169.0
3746,JUVENILE,11.0,169.0
3747,ADULT_MALE,63.0,5.0
3748,ADULT_FEMALE_G,3.0,227.0
3749,ADULT_FEMALE_G,281.0,170.0
3750,ADULT_MALE,8.0,168.0
3751,ADULT_MALE,0.0,219.0
3752,JUVENILE,307.0,173.0
3753,JUVENILE,285.0,178.0
3754,ADULT_MALE,306.0,178.0
3755,ADULT_MALE,9.0,218.0
3756,JUVENILE,5.0,225.0
3757,JUVENILE,5.0,225.0
3758,ADULT_FEMALE_G,9.0,162.0
3759,ADULT_FEMALE_G,281.0,171.0
3760,JUVENILE,62.0,4.0
3761,ADULT_MALE,52.0,10.0
3762,ADULT_FEMALE_G,299.0,192.0
3763,JUVENILE,5.0,225.0
3764,ADULT_FEMALE_G,62.0,1.0
3765,ADULT_FEMALE_G,12.0,160.0
3766,JUVENILE,62.0,4.0
3767,ADULT_MALE,292.0,186.0
3768,JUVENILE,5.0,225.0
3769,ADULT_FEMALE_G,1.0,230.0
3770,ADULT_FEMALE_G,16.0,175.0
3771,JUVENILE,62.0,4.0
3772,ADULT_FEMALE_G,47.0,12.0
3773,ADULT_FEMALE_G,11.0,169.0
3774,JUVENILE,284.0,175.0
3775,ADULT_MALE,46.0,23.0
3776,ADULT_FEMALE_G,1.0,212.0
3777,ADULT_MALE,5.0,171.0
3778,JUVENILE,5.0,225.0
3779,ADULT_FEMALE_G,1.0,228.0
3780,JUVENILE,11.0,169.0
3781,ADULT_FEMALE_G,7.0,221.0
3782,JUVENILE,5.0,225.0
3783,JUVENILE,284.0,175.0
3784,ADULT_MALE,9.0,160.0
3785,ADULT_FEMALE_G,287.0,182.0
3786,JUVENILE,11.0,169.0
3787,ADULT_MALE,5.0,215.0
3788,JUVENILE,285.0,178.0
3789,ADULT_MALE,58.0,4.0
3790,ADULT_MALE,54.0,10.0
3791,ADULT_MALE,285.0,167.0
3792,JUVENILE,11.0,169.0
3793,ADULT_FEMALE_G,332.0,157.0
3794,ADULT_MALE,65.0,3.0
3795,ADULT_MALE,8.0,222.0
3796,JUVENILE,307.0,173.0
3797,JUVENILE,5.0,225.0
3798,ADULT_MALE,6.0,214.0
3799,ADULT_FEMALE_G,282.0,171.0
3800,ADULT_MALE,2.0,227.0
3801,JUVENILE,284.0,175.0
3802,JUVENILE,11.0,169.0
3803,JUVENILE,5.0,225.0
3804,ADULT_FEMALE_G,48.0,6.0
3805,JUVENILE,62.0,4.0
3806,ADULT_FEMALE_G,11.0,166.0
3807,JUVENILE,285.0,178.0
3808,ADULT_FEMALE_G,40.0,17.0
3809,JUVENILE,5.0,225.0
3810,ADULT_FEMALE_G,288.0,174.0
3811,JUVENILE,11.0,169.0
3812,ADULT_FEMALE_G,293.0,179.0
3813,ADULT_FEMALE_G,280.0,166.0
3814,JUVENILE,11.0,169.0
3815,JUVENILE,284.0,175.0
3816,JUVENILE,62.0,4.0
3817,ADULT_FEMALE_G,8.0,209.0
3818,ADULT_MALE,58.0,2.0
3819,JUVENILE,5.0,225.0
3820,JUVENILE,62.0,4.0
3821,ADULT_FEMALE_G,300.0,176.0
3822,ADULT_FEMALE_G,1.0,209.0
3823,ADULT_FEMALE_G,10.0,210.0
3824,ADULT_MALE,3.0,223.0
3825,JUVENILE,11.0,169.0
3826,ADULT_FEMALE_G,319.0,150.0
3827,ADULT_MALE,2.0,229.0
3828,JUVENILE,11.0,169.0
3829,ADULT_FEMALE_G,271.0,158.0
3830,ADULT_MALE,49.0,13.0
3831,JUVENILE,62.0,4.0
3832,ADULT_MALE,5.0,166.0
3833,ADULT_MALE,59.0,8.0
3834,ADULT_FEMALE_G,56.0,29.0
3835,ADULT_FEMALE_G,4.0,232.0
3836,JUVENILE,5.0,225.0
3837,JUVENILE,5.0,225.0
3838,ADULT_FEMALE_G,48.0,4.0
3839,ADULT_FEMALE_G,7.0,225.0
3840,ADULT_FEMALE_G,6.0,224.0
3841,ADULT_FEMALE_G,4.0,206.0
3842,JUVENILE,41.0,23.0
3843,ADULT_FEMALE_G,7.0,170.0
3844,JUVENILE,11.0,169.0
3845,JUVENILE,5.0,225.0
3846,JUVENILE,284.0,175.0
3847,ADULT_FEMALE_G,3.0,220.0
3848,ADULT_FEMALE_G,64.0,2.0
3849,JUVENILE,11.0,169.0
3850,JUVENILE,11.0,169.0
3851,ADULT_MALE,31.0,10.0
3852,JUVENILE,307.0,173.0
3853,ADULT_MALE,3.0,213.0
3854,JUVENILE,5.0,225.0
3855,ADULT_FEMALE_G,63.0,1.0
3856,JUVENILE,11.0,169.0
3857,ADULT_MALE,0.0,221.0
3858,JUVENILE,284.0,175.0
3859,JUVENILE,307.0,173.0
3860,ADULT_FEMALE_G,11.0,165.0
3861,ADULT_FEMALE_G,3.0,227.0
3862,JUVENILE,5.0,225.0
3863,ADULT_MALE,13.0,164.0
3864,ADULT_FEMALE_G,8.0,221.0
3865,ADULT_MALE,299.0,178.0
3866,ADULT_FEMALE_G,4.0,222.0
3867,JUVENILE,5.0,225.0
3868,JUVENILE,307.0,173.0
3869,ADULT_FEMALE_G,5.0,171.0
3870,JUVENILE,5.0,225.0
3871,ADULT_MALE,2.0,211.0
3872,ADULT_FEMALE_G,55.0,3.0
3873,ADULT_MALE,9.0,220.0
3874,JUVENILE,5.0,225.0
3875,ADULT_FEMALE_G,62.0,5.0
3876,ADULT_MALE,5.0,224.0
3877,ADULT_MALE,7.0,165.0
3878,ADULT_FEMALE_G,12.0,165.0
3879,ADULT_FEMALE_G,5.0,224.0
3880,ADULT_MALE,52.0,6.0
3881,JUVENILE,62.0,4.0
3882,JUVENILE,5.0,225.0
3883,JUVENILE,11.0,169.0
3884,ADULT_FEMALE_G,3.0,207.0
3885,ADULT_FEMALE_G,43.0,6.0
3886,JUVENILE,5.0,225.0
3887,JUVENILE,5.0,225.0
3888,ADULT_FEMALE_G,4.0,169.0
3889,ADULT_MALE,13.0,164.0
3890,JUVENILE,11.0,169.0
3891,ADULT_FEMALE_G,25.0,176.0
3892,JUVENILE,5.0,225.0
3893,ADULT_MALE,65.0,3.0
3894,JUVENILE,11.0,169.0
3895,JUVENILE,62.0,4.0
3896,ADULT_FEMALE_G,0.0,222.0
3897,JUVENILE,5.0,225.0
3898,JUVENILE,11.0,169.0
3899,ADULT_FEMALE_G,276.0,174.0
3900,ADULT_FEMALE_G,0.0,175.0
3901,ADULT_MALE,47.0,9.0
3902,ADULT_MALE,11.0,167.0
3903,JUVENILE,62.0,4.0
3904,ADULT_MALE,289.0,157.0
3905,ADULT_FEMALE_G,3.0,222.0
3906,JUVENILE,11.0,169.0
3907,JUVENILE,41.0,23.0
3908,JUVENILE,11.0,169.0
3909,ADULT_FEMALE_G,8.0,167.0
3910,ADULT_FEMALE_G,5.0,168.0
3911,JUVENILE,11.0,169.0
3912,JUVENILE,5.0,225.0
3913,JUVENILE,5.0,225.0
3914,JUVENILE,285.0,178.0
3915,ADULT_MALE,55.0,5.0
3916,ADULT_FEMALE_G,4.0,232.0
3917,ADULT_MALE,284.0,158.0
3918,JUVENILE,5.0,225.0
3919,JUVENILE,11.0,169.0
3920,ADULT_FEMALE_G,54.0,8.0
3921,JUVENILE,11.0,169.0
3922,ADULT_MALE,11.0,167.0
3923,ADULT_MALE,6.0,167.0
3924,JUVENILE,62.0,4.0
3925,JUVENILE,284.0,175.0
3926,JUVENILE,5.0,225.0
3927,ADULT_FEMALE_G,50.0,10.0
3928,ADULT_MALE,44.0,3.0
3929,JUVENILE,5.0,225.0
3930,JUVENILE,11.0,169.0
3931,JUVENILE,284.0,175.0
3932,ADULT_FEMALE_G,0.0,218.0
3933,ADULT_MALE,0.0,226.0
3934,ADULT_MALE,58.0,4.0
3935,ADULT_FEMALE_G,8.0,185.0
3936,JUVENILE,5.0,225.0
3937,JUVENILE,41.0,23.0
3938,JUVENILE,11.0,169.0
3939,ADULT_FEMALE_G,41.0,23.0
3940,JUVENILE,5.0,225.0
3941,ADULT_FEMALE_G,49.0,14.0
3942,JUVENILE,62.0,4.0
3943,JUVENILE,5.0,225.0
3944,ADULT_MALE,62.0,3.0
3945,ADULT_FEMALE_G,63.0,3.0
3946,JUVENILE,62.0,4.0
3947,ADULT_FEMALE_G,11.0,165.0
3948,ADULT_MALE,278.0,176.0
3949,ADULT_MALE,51.0,3.0
3950,JUVENILE,5.0,225.0
3951,ADULT_FEMALE_G,3.0,231.0
3952,ADULT_FEMALE_G,3.0,226.0
3953,JUVENILE,5.0,225.0
3954,JUVENILE,11.0,169.0
3955,ADULT_MALE,51.0,13.0
3956,JUVENILE,62.0,4.0
3957,ADULT_MALE,10.0,208.0
3958,ADULT_FEMALE_G,0.0,211.0
3959,JUVENILE,41.0,23.0
3960,JUVENILE,285.0,178.0
3961,JUVENILE,5.0,225.0
3962,JUVENILE,11.0,169.0
3963,JUVENILE,41.0,23.0
3964,JUVENILE,285.0,178.0
3965,JUVENILE,41.0,23.0
3966,ADULT_MALE,3.0,171.0
3967,JUVENILE,62.0,4.0
3968,JUVENILE,11.0,169.0
3969,JUVENILE,5.0,225.0
3970,JUVENILE,307.0,173.0
3971,ADULT_FEMALE_G,54.0,8.0
3972,ADULT_FEMALE_G,48.0,12.0
3973,JUVENILE,62.0,4.0
3974,JUVENILE,62.0,4.0
3975,ADULT_FEMALE_G,5.0,212.0
3976,JUVENILE,285.0,178.0
3977,ADULT_FEMALE_G,4.0,227.0
3978,JUVENILE,11.0,169.0
3979,JUVENILE,5.0,225.0
3980,ADULT_FEMALE_G,4.0,203.0
3981,JUVENILE,5.0,225.0
3982,ADULT_MALE,1.0,221.0
3983,JUVENILE,284.0,175.0
3984,ADULT_MALE,6.0,165.0
3985,JUVENILE,5.0,225.0
3986,JUVENILE,41.0,23.0
3987,ADULT_FEMALE_G,34.0,10.0
3988,JUVENILE,11.0,169.0
3989,ADULT_FEMALE_G,298.0,181.0
3990,ADULT_FEMALE_G,15.0,183.0
3991,ADULT_FEMALE_G,27.0,175.0
3992,JUVENILE,307.0,173.0
3993,JUVENILE,5.0,225.0
3994,ADULT_FEMALE_G,48.0,11.0
3995,JUVENILE,62.0,4.0
3996,ADULT_FEMALE_G,50.0,23.0
3997,JUVENILE,5.0,225.0
3998,ADULT_MALE,50.0,9.0
3999,JUVENILE,285.0,178.0
4000,ADULT_MALE,7.0,167.0
4001,ADULT_FEMALE_G,7.0,164.0
4002,JUVENILE,5.0,225.0
4003,ADULT_FEMALE_G,5.0,147.0
4004,ADULT_MALE,1.0,223.0
4005,ADULT_MALE,9.0,166.0
4006,JUVENILE,284.0,175.0
4007,ADULT_FEMALE_G,6.0,222.0
4008,ADULT_FEMALE_G,51.0,10.0
4009,ADULT_FEMALE_G,7.0,172.0
4010,JUVENILE,5.0,225.0
4011,ADULT_MALE,7.0,220.0
4012,ADULT_MALE,7.0,217.0
4013,JUVENILE,62.0,4.0
4014,ADULT_MALE,4.0,223.0
4015,JUVENILE,62.0,4.0
4016,JUVENILE,5.0,225.0
4017,ADULT_FEMALE_G,3.0,155.0
4018,ADULT_FEMALE_G,3.0,232.0
4019,JUVENILE,284.0,175.0
4020,ADULT_FEMALE_G,9.0,163.0
4021,JUVENILE,5.0,225.0
4022,ADULT_FEMALE_G,292.0,180.0
4023,ADULT_FEMALE_G,7.0,217.0
4024,JUVENILE,11.0,169.0
4025,ADULT_MALE,10.0,166.0
4026,JUVENILE,62.0,4.0
4027,ADULT_FEMALE_G,56.0,9.0
4028,ADULT_FEMALE_G,10.0,160.0
4029,ADULT_FEMALE_G,2.0,224.0
4030,JUVENILE,5.0,225.0
4031,JUVENILE,5.0,225.0
4032,JUVENILE,284.0,175.0
4033,JUVENILE,11.0,169.0
4034,ADULT_MALE,13.0,165.0
4035,JUVENILE,11.0,169.0
4036,JUVENILE,11.0,169.0
4037,ADULT_MALE,10.0,214.0
4038,JUVENILE,62.0,4.0
4039,JUVENILE,5.0,225.0
4040,ADULT_MALE,3.0,222.0
4041,ADULT_MALE,0.0,210.0
4042,JUVENILE,284.0,175.0
4043,ADULT_FEMALE_G,6.0,208.0
4044,JUVENILE,62.0,4.0
4045,JUVENILE,11.0,169.0
4046,ADULT_FEMALE_G,306.0,161.0
4047,JUVENILE,5.0,225.0
4048,JUVENILE,5.0,225.0
4049,ADULT_FEMALE_G,6.0,171.0
4050,JUVENILE,5.0,225.0
4051,JUVENILE,5.0,225.0
4052,ADULT_FEMALE_G,60.0,5.0
4053,JUVENILE,11.0,169.0
4054,ADULT_FEMALE_G,61.0,6.0
4055,JUVENILE,11.0,169.0
4056,ADULT_FEMALE_G,9.0,167.0
4057,ADULT_MALE,5.0,225.0
4058,JUVENILE,62.0,4.0
4059,JUVENILE,11.0,169.0
4060,JUVENILE,285.0,178.0
4061,ADULT_FEMALE_G,57.0,5.0
4062,JUVENILE,5.0,225.0
4063,ADULT_FEMALE_G,6.0,170.0
4064,ADULT_FEMALE_G,8.0,211.0
4065,ADULT_FEMALE_G,63.0,2.0
4066,JUVENILE,11.0,169.0
4067,JUVENILE,11.0,169.0
4068,JUVENILE,41.0,23.0
4069,JUVENILE,304.0,148.0
4070,JUVENILE,62.0,4.0
4071,ADULT_FEMALE_G,7.0,216.0
4072,JUVENILE,11.0,169.0
4073,JUVENILE,62.0,4.0
4074,ADULT_FEMALE_G,47.0,11.0
4075,JUVENILE,62.0,4.0
4076,ADULT_FEMALE_G,52.0,40.0
4077,JUVENILE,11.0,169.0
4078,JUVENILE,5.0,225.0
4079,JUVENILE,284.0,175.0
4080,ADULT_MALE,5.0,230.0
4081,JUVENILE,285.0,178.0
4082,JUVENILE,285.0,178.0
4083,JUVENILE,5.0,225.0
4084,ADULT_FEMALE_G,0.0,211.0
4085,ADULT_FEMALE_G,295.0,164.0
4086,JUVENILE,11.0,169.0
4087,ADULT_MALE,47.0,4.0
4088,JUVENILE,62.0,4.0
4089,JUVENILE,11.0,169.0
4090,JUVENILE,5.0,225.0
4091,ADULT_FEMALE_G,5.0,227.0
4092,ADULT_MALE,3.0,230.0
4093,JUVENILE,11.0,169.0
4094,JUVENILE,11.0,169.0
4095,ADULT_FEMALE_G,37.0,16.0
4096,ADULT_MALE,290.0,169.0
4097,JUVENILE,5.0,225.0
4098,ADULT_MALE,5.0,223.0
4099,JUVENILE,62.0,4.0
4100,ADULT_MALE,1.0,204.0
4101,JUVENILE,285.0,178.0
4102,ADULT_FEMALE_G,2.0,207.0
4103,JUVENILE,5.0,225.0
4104,ADULT_MALE,305.0,174.0
4105,ADULT_FEMALE_G,299.0,177.0
4106,ADULT_MALE,3.0,176.0
4107,ADULT_FEMALE_G,9.0,169.0
4108,JUVENILE,41.0,23.0
4109,JUVENILE,11.0,169.0
4110,JUVENILE,284.0,175.0
4111,ADULT_FEMALE_G,3.0,220.0
4112,ADULT_FEMALE_G,60.0,1.0
4113,JUVENILE,5.0,225.0
4114,ADULT_FEMALE_G,10.0,159.0
4115,ADULT_FEMALE_G,11.0,207.0
4116,JUVENILE,284.0,175.0
4117,ADULT_FEMALE_G,60.0,2.0
4118,JUVENILE,62.0,4.0
4119,JUVENILE,62.0,4.0
4120,JUVENILE,284.0,175.0
4121,ADULT_FEMALE_G,65.0,0.0
4122,JUVENILE,11.0,169.0
4123,JUVENILE,62.0,4.0
4124,ADULT_MALE,4.0,231.0
4125,JUVENILE,5.0,225.0
4126,JUVENILE,307.0,173.0
4127,ADULT_FEMALE_G,2.0,171.0
4128,JUVENILE,5.0,225.0
4129,JUVENILE,5.0,225.0
4130,JUVENILE,304.0,148.0
4131,ADULT_FEMALE_G,44.0,8.0
4132,JUVENILE,11.0,169.0
4133,ADULT_FEMALE_G,9.0,218.0
4134,ADULT_FEMALE_G,1.0,225.0
4135,JUVENILE,62.0,4.0
4136,ADULT_FEMALE_G,39.0,4.0
4137,ADULT_MALE,46.0,14.0
4138,ADULT_FEMALE_G,7.0,169.0
4139,ADULT_MALE,49.0,14.0
4140,JUVENILE,11.0,169.0
4141,JUVENILE,11.0,169.0
4142,ADULT_MALE,5.0,214.0
4143,ADULT_MALE,42.0,18.0
4144,JUVENILE,285.0,178.0
4145,JUVENILE,62.0,4.0
4146,ADULT_MALE,15.0,162.0
4147,ADULT_FEMALE_G,278.0,163.0
4148,JUVENILE,5.0,225.0
4149,JUVENILE,5.0,225.0
4150,JUVENILE,62.0,4.0
4151,JUVENILE,5.0,225.0
4152,ADULT_MALE,285.0,179.0
4153,ADULT_FEMALE_G,10.0,211.0
4154,JUVENILE,307.0,173.0
4155,JUVENILE,5.0,225.0
4156,JUVENILE,284.0,175.0
4157,ADULT_MALE,2.0,229.0
4158,JUVENILE,62.0,4.0
4159,ADULT_FEMALE_G,42.0,8.0
4160,ADULT_MALE,0.0,223.0
4161,JUVENILE,5.0,225.0
4162,ADULT_FEMALE_G,291.0,172.0
4163,ADULT_FEMALE_G,8.0,166.0
4164,JUVENILE,11.0,169.0
4165,ADULT_FEMALE_G,3.0,224.0
4166,JUVENILE,11.0,169.0
4167,JUVENILE,11.0,169.0
4168,ADULT_FEMALE_G,294.0,176.0
4169,ADULT_MALE,35.0,17.0
4170,ADULT_MALE,3.0,224.0
4171,ADULT_MALE,290.0,181.0
4172,ADULT_FEMALE_G,288.0,180.0
4173,JUVENILE,5.0,225.0
4174,JUVENILE,11.0,169.0
4175,JUVENILE,307.0,173.0
4176,JUVENILE,284.0,175.0
4177,ADULT_FEMALE_G,11.0,163.0
4178,ADULT_FEMALE_G,6.0,205.0
4179,ADULT_MALE,6.0,166.0
4180,ADULT_FEMALE_G,9.0,220.0
4181,ADULT_FEMALE_G,3.0,176.0
4182,ADULT_FEMALE_G,1.0,227.0
4183,ADULT_MALE,8.0,184.0
4184,ADULT_MALE,49.0,11.0
4185,ADULT_FEMALE_G,4.0,224.0
4186,ADULT_FEMALE_G,52.0,5.0
4187,JUVENILE,11.0,169.0
4188,JUVENILE,62.0,4.0
4189,ADULT_FEMALE_G,9.0,165.0
4190,ADULT_FEMALE_G,4.0,213.0
4191,JUVENILE,284.0,175.0
4192,JUVENILE,11.0,169.0
4193,JUVENILE,5.0,225.0
4194,ADULT_FEMALE_G,324.0,149.0
4195,ADULT_FEMALE_G,40.0,16.0
4196,ADULT_MALE,1.0,221.0
4197,ADULT_FEMALE_G,59.0,8.0
4198,ADULT_FEMALE_G,1.0,210.0
4199,ADULT_MALE,1.0,227.0
4200,JUVENILE,11.0,169.0
4201,ADULT_FEMALE_G,62.0,6.0
4202,JUVENILE,11.0,169.0
4203,JUVENILE,11.0,169.0
4204,JUVENILE,11.0,169.0
4205,ADULT_MALE,1.0,228.0
4206,JUVENILE,5.0,225.0
4207,ADULT_FEMALE_G,2.0,216.0
4208,ADULT_MALE,8.0,166.0
4209,ADULT_FEMALE_G,15.0,163.0
4210,ADULT_FEMALE_G,60.0,2.0
4211,ADULT_FEMALE_G,9.0,169.0
4212,JUVENILE,11.0,169.0
4213,JUVENILE,5.0,225.0
4214,ADULT_FEMALE_G,9.0,206.0
4215,JUVENILE,11.0,169.0
4216,ADULT_FEMALE_G,11.0,169.0
4217,JUVENILE,5.0,225.0
4218,ADULT_MALE,2.0,206.0
4219,ADULT_MALE,5.0,168.0
4220,ADULT_MALE,58.0,9.0
4221,ADULT_MALE,6.0,226.0
4222,ADULT_FEMALE_G,4.0,171.0
4223,JUVENILE,11.0,169.0
4224,JUVENILE,5.0,225.0
4225,ADULT_FEMALE_G,35.0,7.0
4226,JUVENILE,62.0,4.0
4227,JUVENILE,62.0,4.0
4228,ADULT_FEMALE_G,56.0,1.0
4229,JUVENILE,5.0,225.0
4230,ADULT_FEMALE_G,48.0,2.0
4231,JUVENILE,41.0,23.0
4232,JUVENILE,11.0,169.0
4233,ADULT_FEMALE_G,57.0,3.0
4234,ADULT_FEMALE_G,290.0,167.0
4235,ADULT_FEMALE_G,3.0,219.0
4236,ADULT_FEMALE_G,14.0,164.0
4237,ADULT_FEMALE_G,19.0,192.0
4238,JUVENILE,304.0,148.0
4239,JUVENILE,62.0,4.0
4240,JUVENILE,11.0,169.0
4241,ADULT_MALE,6.0,225.0
4242,ADULT_FEMALE_G,13.0,161.0
4243,ADULT_FEMALE_G,4.0,205.0
4244,JUVENILE,5.0,225.0
4245,JUVENILE,5.0,225.0
4246,JUVENILE,41.0,23.0
4247,JUVENILE,62.0,4.0
4248,ADULT_FEMALE_G,43.0,5.0
4249,ADULT_FEMALE_G,87.0,9.0
4250,ADULT_FEMALE_G,11.0,161.0
4251,JUVENILE,11.0,169.0
4252,JUVENILE,284.0,175.0
4253,JUVENILE,5.0,225.0
4254,ADULT_MALE,11.0,160.0
4255,ADULT_MALE,293.0,187.0
4256,ADULT_MALE,11.0,165.0
4257,ADULT_FEMALE_G,288.0,167.0
