id,state,y,x
1726,JUVENILE,5.0,225.0
1727,ADULT_MALE,36.0,8.0
1728,ADULT_FEMALE_G,41.0,14.0
1729,ADULT_MALE,3.0,217.0
1730,JUVENILE,11.0,169.0
1731,ADULT_FEMALE_G,1.0,222.0
1732,JUVENILE,285.0,178.0
1733,ADULT_MALE,306.0,168.0
1734,ADULT_FEMALE_G,5.0,210.0
1735,ADULT_MALE,14.0,162.0
1736,ADULT_MALE,5.0,199.0
1737,ADULT_MALE,8.0,171.0
1738,ADULT_MALE,6.0,227.0
1739,ADULT_FEMALE_G,0.0,222.0
1740,JUVENILE,5.0,225.0
1741,JUVENILE,62.0,4.0
1742,ADULT_MALE,18.0,174.0
1743,ADULT_MALE,5.0,169.0
1744,ADULT_FEMALE_G,324.0,141.0
1745,ADULT_FEMALE_G,2.0,177.0
1746,ADULT_FEMALE_G,8.0,165.0
1747,JUVENILE,11.0,169.0
1748,ADULT_FEMALE_G,56.0,5.0
1749,ADULT_FEMALE_G,4.0,168.0
1750,ADULT_FEMALE_G,19.0,169.0
1751,JUVENILE,62.0,4.0
1752,ADULT_FEMALE_G,2.0,225.0
1753,JUVENILE,62.0,4.0
1754,JUVENILE,62.0,4.0
1755,JUVENILE,307.0,173.0
1756,JUVENILE,5.0,225.0
1757,ADULT_FEMALE_G,4.0,214.0
1758,ADULT_MALE,63.0,2.0
1759,ADULT_FEMALE_G,6.0,216.0
1760,ADULT_FEMALE_G,51.0,5.0
1761,JUVENILE,5.0,225.0
1762,ADULT_MALE,285.0,166.0
1763,JUVENILE,5.0,225.0
1764,JUVENILE,62.0,4.0
1765,ADULT_MALE,6.0,225.0
1766,JUVENILE,5.0,225.0
1767,ADULT_FEMALE_G,0.0,223.0
1768,ADULT_FEMALE_G,7.0,180.0
1769,JUVENILE,5.0,225.0
1770,ADULT_FEMALE_G,15.0,165.0
1771,ADULT_FEMALE_G,54.0,7.0
1772,ADULT_MALE,303.0,182.0
1773,ADULT_FEMALE_G,5.0,228.0
1774,ADULT_MALE,14.0,163.0
1775,JUVENILE,11.0,169.0
1776,ADULT_MALE,56.0,4.0
1777,ADULT_MALE,2.0,171.0
1778,JUVENILE,62.0,4.0
1779,ADULT_MALE,10.0,169.0
1780,ADULT_FEMALE_G,49.0,36.0
1781,JUVENILE,5.0,225.0
1782,ADULT_FEMALE_G,9.0,164.0
1783,JUVENILE,11.0,169.0
1784,ADULT_FEMALE_G,292.0,180.0
1785,JUVENILE,62.0,4.0
1786,ADULT_MALE,279.0,173.0
1787,ADULT_FEMALE_G,3.0,170.0
1788,ADULT_MALE,8.0,223.0
1789,JUVENILE,11.0,169.0
1790,ADULT_FEMALE_G,11.0,160.0
1791,JUVENILE,41.0,23.0
1792,ADULT_MALE,58.0,1.0
1793,JUVENILE,5.0,225.0
1794,ADULT_MALE,14.0,165.0
1795,JUVENILE,11.0,169.0
1796,ADULT_MALE,287.0,171.0
1797,ADULT_MALE,5.0,209.0
1798,JUVENILE,11.0,169.0
1799,ADULT_MALE,12.0,164.0
1800,JUVENILE,11.0,169.0
1801,JUVENILE,5.0,225.0
1802,JUVENILE,285.0,178.0
1803,ADULT_FEMALE_G,13.0,171.0
1804,ADULT_MALE,275.0,167.0
1805,ADULT_FEMALE_G,16.0,163.0
1806,ADULT_FEMALE_G,15.0,173.0
1807,JUVENILE,62.0,4.0
1808,JUVENILE,5.0,225.0
1809,ADULT_MALE,5.0,215.0
1810,JUVENILE,62.0,4.0
1811,JUVENILE,284.0,175.0
1812,JUVENILE,5.0,225.0
1813,JUVENILE,11.0,169.0
1814,JUVENILE,285.0,178.0
1815,ADULT_FEMALE_G,52.0,3.0
1816,ADULT_MALE,12.0,163.0
1817,ADULT_FEMALE_G,293.0,174.0
1818,ADULT_FEMALE_G,4.0,228.0
1819,JUVENILE,62.0,4.0
1820,JUVENILE,11.0,169.0
1821,JUVENILE,5.0,225.0
1822,ADULT_FEMALE_G,57.0,9.0
1823,ADULT_FEMALE_G,11.0,198.0
1824,ADULT_MALE,8.0,170.0
1825,ADULT_MALE,313.0,198.0
1826,ADULT_MALE,7.0,185.0
1827,ADULT_FEMALE_G,58.0,4.0
1828,JUVENILE,5.0,225.0
1829,ADULT_MALE,41.0,6.0
1830,ADULT_MALE,8.0,206.0
1831,ADULT_MALE,62.0,5.0
1832,ADULT_FEMALE_G,310.0,164.0
1833,ADULT_FEMALE_G,9.0,215.0
1834,JUVENILE,11.0,169.0
1835,ADULT_FEMALE_G,305.0,171.0
1836,JUVENILE,5.0,225.0
1837,JUVENILE,62.0,4.0
1838,JUVENILE,5.0,225.0
1839,JUVENILE,11.0,169.0
1840,JUVENILE,5.0,225.0
1841,JUVENILE,307.0,173.0
1842,JUVENILE,11.0,169.0
1843,JUVENILE,5.0,225.0
1844,JUVENILE,11.0,169.0
1845,ADULT_FEMALE_G,286.0,179.0
1846,ADULT_FEMALE_G,2.0,219.0
1847,JUVENILE,62.0,4.0
1848,JUVENILE,11.0,169.0
1849,ADULT_FEMALE_G,12.0,162.0
1850,ADULT_FEMALE_G,8.0,215.0
1851,ADULT_FEMALE_G,2.0,207.0
1852,ADULT_FEMALE_G,2.0,225.0
1853,JUVENILE,62.0,4.0
1854,JUVENILE,11.0,169.0
1855,JUVENILE,284.0,175.0
1856,ADULT_FEMALE_G,60.0,0.0
1857,ADULT_FEMALE_G,11.0,163.0
1858,ADULT_FEMALE_G,61.0,0.0
1859,ADULT_MALE,1.0,210.0
1860,ADULT_FEMALE_G,8.0,168.0
1861,JUVENILE,11.0,169.0
1862,ADULT_MALE,299.0,168.0
1863,JUVENILE,5.0,225.0
1864,JUVENILE,62.0,4.0
1865,JUVENILE,11.0,169.0
1866,JUVENILE,285.0,178.0
1867,ADULT_FEMALE_G,8.0,221.0
1868,JUVENILE,62.0,4.0
1869,ADULT_FEMALE_G,302.0,173.0
1870,ADULT_FEMALE_G,6.0,222.0
1871,JUVENILE,5.0,225.0
1872,JUVENILE,11.0,169.0
1873,JUVENILE,11.0,169.0
1874,JUVENILE,62.0,4.0
1875,JUVENILE,5.0,225.0
1876,ADULT_MALE,8.0,170.0
1877,JUVENILE,11.0,169.0
1878,JUVENILE,41.0,23.0
1879,ADULT_MALE,5.0,173.0
1880,JUVENILE,285.0,178.0
1881,ADULT_FEMALE_G,11.0,208.0
1882,ADULT_MALE,44.0,2.0
1883,ADULT_FEMALE_G,9.0,163.0
1884,ADULT_FEMALE_G,62.0,5.0
1885,ADULT_MALE,7.0,223.0
1886,JUVENILE,11.0,169.0
1887,JUVENILE,5.0,225.0
1888,ADULT_FEMALE_G,3.0,205.0
1889,ADULT_FEMALE_G,283.0,167.0
1890,JUVENILE,11.0,169.0
1891,ADULT_MALE,287.0,179.0
1892,ADULT_FEMALE_G,5.0,227.0
1893,JUVENILE,11.0,169.0
1894,ADULT_FEMALE_G,51.0,11.0
1895,JUVENILE,5.0,225.0
1896,JUVENILE,11.0,169.0
1897,ADULT_FEMALE_G,2.0,223.0
1898,JUVENILE,62.0,4.0
1899,ADULT_FEMALE_G,38.0,10.0
1900,JUVENILE,62.0,4.0
1901,ADULT_MALE,306.0,175.0
1902,ADULT_FEMALE_G,49.0,6.0
1903,JUVENILE,5.0,225.0
1904,ADULT_MALE,5.0,229.0
1905,ADULT_FEMALE_G,48.0,5.0
1906,JUVENILE,307.0,173.0
1907,ADULT_FEMALE_G,2.0,228.0
1908,JUVENILE,11.0,169.0
1909,ADULT_FEMALE_G,46.0,17.0
1910,JUVENILE,284.0,175.0
1911,ADULT_FEMALE_G,55.0,1.0
1912,ADULT_MALE,280.0,173.0
1913,ADULT_FEMALE_G,37.0,16.0
1914,ADULT_FEMALE_G,3.0,225.0
1915,ADULT_FEMALE_G,293.0,168.0
1916,JUVENILE,5.0,225.0
1917,ADULT_FEMALE_G,10.0,164.0
1918,JUVENILE,11.0,169.0
1919,JUVENILE,5.0,225.0
1920,JUVENILE,5.0,225.0
1921,ADULT_FEMALE_G,4.0,181.0
1922,JUVENILE,62.0,4.0
1923,ADULT_MALE,15.0,165.0
1924,JUVENILE,5.0,225.0
1925,ADULT_MALE,4.0,223.0
1926,JUVENILE,11.0,169.0
1927,ADULT_MALE,1.0,228.0
1928,ADULT_FEMALE_G,2.0,217.0
1929,ADULT_FEMALE_G,9.0,170.0
1930,JUVENILE,11.0,169.0
1931,JUVENILE,5.0,225.0
1932,ADULT_MALE,43.0,29.0
1933,JUVENILE,307.0,173.0
1934,JUVENILE,62.0,4.0
1935,ADULT_FEMALE_G,330.0,208.0
1936,JUVENILE,284.0,175.0
1937,ADULT_FEMALE_G,6.0,225.0
1938,ADULT_FEMALE_G,305.0,171.0
1939,JUVENILE,5.0,225.0
1940,JUVENILE,5.0,225.0
1941,ADULT_FEMALE_G,0.0,226.0
1942,JUVENILE,11.0,169.0
1943,JUVENILE,11.0,169.0
1944,ADULT_FEMALE_G,2.0,214.0
1945,ADULT_FEMALE_G,13.0,162.0
1946,JUVENILE,5.0,225.0
1947,JUVENILE,11.0,169.0
1948,ADULT_FEMALE_G,293.0,182.0
1949,JUVENILE,5.0,225.0
1950,ADULT_MALE,313.0,189.0
1951,JUVENILE,284.0,175.0
1952,ADULT_FEMALE_G,13.0,164.0
1953,ADULT_FEMALE_G,1.0,230.0
1954,ADULT_FEMALE_G,15.0,164.0
1955,ADULT_FEMALE_G,7.0,170.0
1956,JUVENILE,62.0,4.0
1957,ADULT_FEMALE_G,6.0,172.0
1958,JUVENILE,5.0,225.0
1959,ADULT_FEMALE_G,2.0,227.0
1960,ADULT_MALE,321.0,162.0
1961,ADULT_FEMALE_G,280.0,177.0
1962,ADULT_MALE,0.0,224.0
1963,JUVENILE,62.0,4.0
1964,JUVENILE,5.0,225.0
1965,JUVENILE,62.0,4.0
1966,ADULT_MALE,61.0,3.0
1967,ADULT_MALE,47.0,31.0
1968,ADULT_FEMALE_G,63.0,2.0
1969,JUVENILE,284.0,175.0
1970,ADULT_FEMALE_G,9.0,204.0
1971,JUVENILE,62.0,4.0
1972,ADULT_MALE,290.0,173.0
1973,ADULT_FEMALE_G,2.0,177.0
1974,ADULT_FEMALE_G,331.0,168.0
1975,JUVENILE,41.0,23.0
1976,ADULT_MALE,6.0,221.0
1977,JUVENILE,5.0,225.0
1978,JUVENILE,62.0,4.0
1979,ADULT_MALE,23.0,174.0
1980,JUVENILE,5.0,225.0
1981,JUVENILE,5.0,225.0
1982,ADULT_MALE,45.0,4.0
1983,ADULT_MALE,8.0,220.0
1984,ADULT_MALE,5.0,218.0
1985,ADULT_MALE,286.0,176.0
1986,ADULT_MALE,6.0,215.0
1987,ADULT_FEMALE_G,42.0,15.0
1988,ADULT_FEMALE_G,2.0,132.0
1989,JUVENILE,62.0,4.0
1990,ADULT_MALE,60.0,6.0
1991,JUVENILE,11.0,169.0
1992,ADULT_MALE,1.0,225.0
1993,ADULT_FEMALE_G,7.0,215.0
1994,JUVENILE,307.0,173.0
1995,JUVENILE,11.0,169.0
1996,ADULT_MALE,304.0,176.0
1997,ADULT_FEMALE_G,5.0,228.0
1998,ADULT_FEMALE_G,306.0,193.0
1999,JUVENILE,5.0,225.0
2000,JUVENILE,11.0,169.0
2001,JUVENILE,62.0,4.0
2002,JUVENILE,62.0,4.0
2003,ADULT_MALE,8.0,166.0
2004,ADULT_FEMALE_G,16.0,164.0
2005,JUVENILE,284.0,175.0
2006,JUVENILE,5.0,225.0
2007,JUVENILE,5.0,225.0
2008,JUVENILE,5.0,225.0
2009,JUVENILE,62.0,4.0
2010,JUVENILE,285.0,178.0
2011,ADULT_FEMALE_G,5.0,210.0
2012,ADULT_MALE,0.0,228.0
2013,ADULT_FEMALE_G,5.0,217.0
2014,JUVENILE,5.0,225.0
2015,JUVENILE,5.0,225.0
2016,JUVENILE,285.0,178.0
2017,JUVENILE,41.0,23.0
2018,ADULT_MALE,50.0,1.0
2019,ADULT_MALE,55.0,5.0
2020,ADULT_FEMALE_G,303.0,172.0
2021,ADULT_FEMALE_G,0.0,223.0
2022,JUVENILE,5.0,225.0
2023,ADULT_FEMALE_G,290.0,185.0
2024,ADULT_MALE,13.0,161.0
2025,JUVENILE,11.0,169.0
2026,ADULT_FEMALE_G,3.0,214.0
2027,JUVENILE,5.0,225.0
2028,JUVENILE,11.0,169.0
2029,ADULT_FEMALE_G,7.0,224.0
2030,JUVENILE,285.0,178.0
2031,ADULT_FEMALE_G,3.0,213.0
2032,ADULT_MALE,35.0,12.0
2033,JUVENILE,5.0,225.0
2034,JUVENILE,5.0,225.0
2035,ADULT_FEMALE_G,10.0,214.0
2036,ADULT_FEMALE_G,14.0,163.0
2037,JUVENILE,11.0,169.0
2038,ADULT_FEMALE_G,8.0,168.0
2039,ADULT_FEMALE_G,5.0,228.0
2040,JUVENILE,307.0,173.0
2041,JUVENILE,285.0,178.0
2042,ADULT_FEMALE_G,306.0,178.0
2043,JUVENILE,5.0,225.0
2044,JUVENILE,5.0,225.0
2045,ADULT_MALE,295.0,189.0
2046,JUVENILE,5.0,225.0
2047,JUVENILE,285.0,178.0
2048,ADULT_MALE,1.0,230.0
2049,JUVENILE,285.0,178.0
2050,JUVENILE,41.0,23.0
2051,JUVENILE,5.0,225.0
2052,ADULT_FEMALE_G,304.0,182.0
2053,ADULT_FEMALE_G,4.0,219.0
2054,ADULT_MALE,10.0,165.0
2055,ADULT_MALE,75.0,3.0
2056,JUVENILE,5.0,225.0
2057,ADULT_MALE,3.0,222.0
2058,ADULT_FEMALE_G,58.0,7.0
2059,JUVENILE,62.0,4.0
2060,ADULT_MALE,4.0,223.0
2061,JUVENILE,11.0,169.0
2062,ADULT_FEMALE_G,12.0,167.0
2063,JUVENILE,5.0,225.0
2064,JUVENILE,5.0,225.0
2065,ADULT_FEMALE_G,286.0,175.0
2066,JUVENILE,284.0,175.0
2067,JUVENILE,284.0,175.0
2068,ADULT_FEMALE_G,61.0,0.0
2069,ADULT_FEMALE_G,12.0,205.0
2070,ADULT_MALE,7.0,215.0
2071,JUVENILE,284.0,175.0
2072,ADULT_FEMALE_G,57.0,17.0
2073,ADULT_FEMALE_G,306.0,177.0
2074,ADULT_MALE,44.0,4.0
2075,ADULT_FEMALE_G,43.0,2.0
2076,ADULT_FEMALE_G,9.0,166.0
2077,JUVENILE,285.0,178.0
2078,JUVENILE,11.0,169.0
2079,ADULT_MALE,1.0,204.0
2080,ADULT_MALE,5.0,220.0
2081,ADULT_FEMALE_G,297.0,180.0
2082,JUVENILE,5.0,225.0
2083,ADULT_MALE,7.0,221.0
2084,JUVENILE,284.0,175.0
2085,ADULT_FEMALE_G,10.0,166.0
2086,JUVENILE,62.0,4.0
2087,JUVENILE,5.0,225.0
2088,JUVENILE,11.0,169.0
2089,ADULT_MALE,66.0,4.0
2090,JUVENILE,41.0,23.0
2091,ADULT_FEMALE_G,1.0,224.0
2092,ADULT_FEMALE_G,3.0,229.0
2093,ADULT_FEMALE_G,13.0,164.0
2094,ADULT_FEMALE_G,8.0,206.0
2095,JUVENILE,304.0,148.0
2096,JUVENILE,62.0,4.0
2097,ADULT_FEMALE_G,325.0,161.0
2098,ADULT_MALE,1.0,177.0
2099,JUVENILE,62.0,4.0
2100,ADULT_FEMALE_G,311.0,174.0
2101,ADULT_FEMALE_G,8.0,167.0
2102,ADULT_FEMALE_G,284.0,171.0
2103,JUVENILE,5.0,225.0
2104,JUVENILE,41.0,23.0
2105,JUVENILE,62.0,4.0
2106,ADULT_FEMALE_G,64.0,17.0
2107,ADULT_MALE,303.0,168.0
2108,ADULT_FEMALE_G,52.0,10.0
2109,ADULT_FEMALE_G,2.0,217.0
2110,ADULT_FEMALE_G,5.0,227.0
2111,JUVENILE,62.0,4.0
2112,ADULT_FEMALE_G,1.0,206.0
2113,ADULT_FEMALE_G,1.0,217.0
2114,ADULT_FEMALE_G,3.0,218.0
2115,JUVENILE,11.0,169.0
2116,JUVENILE,62.0,4.0
2117,ADULT_FEMALE_G,5.0,223.0
2118,ADULT_MALE,9.0,209.0
2119,JUVENILE,11.0,169.0
2120,ADULT_MALE,3.0,223.0
2121,ADULT_MALE,62.0,6.0
2122,ADULT_MALE,7.0,217.0
2123,ADULT_FEMALE_G,3.0,221.0
2124,JUVENILE,41.0,23.0
2125,ADULT_MALE,42.0,11.0
2126,ADULT_FEMALE_G,2.0,155.0
2127,JUVENILE,11.0,169.0
2128,ADULT_FEMALE_G,4.0,170.0
2129,ADULT_MALE,3.0,209.0
2130,ADULT_FEMALE_G,3.0,210.0
2131,JUVENILE,5.0,225.0
2132,ADULT_FEMALE_G,62.0,6.0
2133,JUVENILE,11.0,169.0
2134,JUVENILE,62.0,4.0
2135,ADULT_MALE,288.0,183.0
2136,ADULT_FEMALE_G,9.0,165.0
2137,JUVENILE,285.0,178.0
2138,ADULT_FEMALE_G,0.0,220.0
2139,JUVENILE,11.0,169.0
2140,ADULT_FEMALE_G,14.0,163.0
2141,ADULT_FEMALE_G,286.0,159.0
2142,ADULT_FEMALE_G,3.0,227.0
2143,JUVENILE,62.0,4.0
2144,JUVENILE,11.0,169.0
2145,ADULT_MALE,7.0,214.0
2146,JUVENILE,62.0,4.0
2147,ADULT_FEMALE_G,308.0,163.0
2148,JUVENILE,41.0,23.0
2149,JUVENILE,11.0,169.0
2150,JUVENILE,5.0,225.0
2151,JUVENILE,5.0,225.0
2152,JUVENILE,5.0,225.0
2153,ADULT_FEMALE_G,4.0,222.0
2154,ADULT_FEMALE_G,3.0,225.0
2155,ADULT_FEMALE_G,33.0,15.0
2156,ADULT_MALE,65.0,2.0
2157,ADULT_FEMALE_G,293.0,184.0
2158,ADULT_FEMALE_G,8.0,161.0
2159,JUVENILE,11.0,169.0
2160,ADULT_FEMALE_G,17.0,163.0
2161,ADULT_FEMALE_G,46.0,25.0
2162,ADULT_FEMALE_G,33.0,13.0
2163,JUVENILE,62.0,4.0
2164,JUVENILE,5.0,225.0
2165,JUVENILE,11.0,169.0
2166,JUVENILE,284.0,175.0
2167,ADULT_FEMALE_G,287.0,170.0
2168,JUVENILE,11.0,169.0
2169,ADULT_FEMALE_G,8.0,209.0
2170,JUVENILE,5.0,225.0
2171,ADULT_MALE,11.0,167.0
2172,ADULT_MALE,9.0,167.0
2173,ADULT_FEMALE_G,3.0,221.0
2174,ADULT_FEMALE_G,294.0,173.0
2175,ADULT_FEMALE_G,2.0,173.0
2176,ADULT_FEMALE_G,284.0,178.0
2177,ADULT_FEMALE_G,57.0,22.0
2178,JUVENILE,11.0,169.0
2179,ADULT_FEMALE_G,18.0,186.0
2180,JUVENILE,5.0,225.0
2181,JUVENILE,5.0,225.0
2182,ADULT_MALE,0.0,214.0
2183,ADULT_FEMALE_G,46.0,28.0
2184,ADULT_MALE,3.0,175.0
2185,JUVENILE,11.0,169.0
2186,JUVENILE,62.0,4.0
2187,ADULT_FEMALE_G,10.0,209.0
2188,ADULT_FEMALE_G,14.0,164.0
2189,JUVENILE,284.0,175.0
2190,ADULT_MALE,312.0,185.0
2191,JUVENILE,285.0,178.0
2192,ADULT_FEMALE_G,292.0,172.0
2193,JUVENILE,5.0,225.0
2194,ADULT_MALE,64.0,1.0
2195,ADULT_FEMALE_G,9.0,167.0
2196,JUVENILE,62.0,4.0
2197,JUVENILE,5.0,225.0
2198,ADULT_MALE,7.0,164.0
2199,JUVENILE,284.0,175.0
2200,ADULT_MALE,1.0,220.0
2201,JUVENILE,5.0,225.0
2202,JUVENILE,11.0,169.0
2203,JUVENILE,11.0,169.0
2204,ADULT_FEMALE_G,5.0,168.0
2205,JUVENILE,5.0,225.0
2206,ADULT_FEMALE_G,52.0,12.0
2207,JUVENILE,5.0,225.0
2208,JUVENILE,41.0,23.0
2209,ADULT_FEMALE_G,12.0,162.0
2210,ADULT_MALE,5.0,215.0
2211,ADULT_MALE,305.0,175.0
2212,ADULT_MALE,46.0,4.0
2213,ADULT_FEMALE_G,9.0,216.0
2214,ADULT_FEMALE_G,0.0,176.0
2215,ADULT_MALE,3.0,224.0
2216,JUVENILE,62.0,4.0
2217,JUVENILE,5.0,225.0
2218,JUVENILE,5.0,225.0
2219,ADULT_FEMALE_G,3.0,181.0
2220,ADULT_FEMALE_G,8.0,163.0
2221,JUVENILE,11.0,169.0
2222,ADULT_MALE,284.0,165.0
2223,ADULT_FEMALE_G,42.0,5.0
2224,JUVENILE,5.0,225.0
2225,JUVENILE,62.0,4.0
2226,ADULT_MALE,10.0,168.0
2227,ADULT_FEMALE_G,12.0,164.0
2228,JUVENILE,62.0,4.0
2229,JUVENILE,62.0,4.0
2230,ADULT_MALE,65.0,3.0
2231,ADULT_FEMALE_G,61.0,6.0
2232,JUVENILE,62.0,4.0
2233,JUVENILE,11.0,169.0
2234,ADULT_FEMALE_G,55.0,23.0
2235,ADULT_MALE,4.0,225.0
2236,ADULT_FEMALE_G,7.0,224.0
2237,ADULT_FEMALE_G,32.0,12.0
2238,JUVENILE,11.0,169.0
2239,JUVENILE,62.0,4.0
2240,JUVENILE,284.0,175.0
2241,JUVENILE,11.0,169.0
2242,JUVENILE,284.0,175.0
2243,JUVENILE,62.0,4.0
2244,ADULT_MALE,4.0,218.0
2245,ADULT_FEMALE_G,59.0,2.0
2246,ADULT_MALE,3.0,227.0
2247,ADULT_FEMALE_G,312.0,174.0
2248,JUVENILE,41.0,23.0
2249,ADULT_FEMALE_G,307.0,156.0
2250,JUVENILE,285.0,178.0
2251,ADULT_FEMALE_G,52.0,13.0
2252,JUVENILE,11.0,169.0
2253,ADULT_FEMALE_G,304.0,189.0
2254,JUVENILE,307.0,173.0
2255,ADULT_FEMALE_G,62.0,2.0
2256,JUVENILE,5.0,225.0
2257,ADULT_FEMALE_G,5.0,168.0
2258,JUVENILE,11.0,169.0
2259,ADULT_FEMALE_G,7.0,215.0
2260,ADULT_MALE,52.0,6.0
2261,JUVENILE,41.0,23.0
2262,ADULT_MALE,9.0,170.0
2263,ADULT_FEMALE_G,4.0,223.0
2264,ADULT_MALE,2.0,231.0
2265,ADULT_MALE,38.0,18.0
2266,JUVENILE,5.0,225.0
2267,JUVENILE,11.0,169.0
2268,ADULT_MALE,50.0,9.0
2269,ADULT_FEMALE_G,0.0,169.0
2270,ADULT_MALE,11.0,166.0
2271,ADULT_FEMALE_G,282.0,176.0
2272,ADULT_FEMALE_G,14.0,161.0
2273,ADULT_MALE,42.0,27.0
2274,ADULT_FEMALE_G,1.0,222.0
2275,JUVENILE,5.0,225.0
2276,JUVENILE,5.0,225.0
2277,ADULT_FEMALE_G,17.0,179.0
2278,JUVENILE,11.0,169.0
2279,ADULT_FEMALE_G,5.0,225.0
2280,ADULT_MALE,285.0,169.0
2281,JUVENILE,62.0,4.0
2282,ADULT_MALE,4.0,217.0
2283,ADULT_FEMALE_G,6.0,211.0
2284,JUVENILE,11.0,169.0
2285,ADULT_FEMALE_G,9.0,213.0
2286,JUVENILE,62.0,4.0
2287,ADULT_FEMALE_G,288.0,174.0
2288,JUVENILE,11.0,169.0
2289,ADULT_MALE,3.0,230.0
2290,JUVENILE,5.0,225.0
2291,JUVENILE,284.0,175.0
2292,JUVENILE,62.0,4.0
2293,JUVENILE,304.0,148.0
2294,JUVENILE,307.0,173.0
2295,JUVENILE,5.0,225.0
2296,JUVENILE,62.0,4.0
2297,JUVENILE,11.0,169.0
2298,JUVENILE,307.0,173.0
2299,JUVENILE,41.0,23.0
2300,ADULT_FEMALE_G,12.0,207.0
2301,JUVENILE,5.0,225.0
2302,ADULT_MALE,5.0,223.0
2303,JUVENILE,5.0,225.0
2304,JUVENILE,5.0,225.0
2305,ADULT_FEMALE_G,4.0,204.0
2306,ADULT_FEMALE_G,292.0,186.0
2307,JUVENILE,5.0,225.0
2308,JUVENILE,307.0,173.0
2309,ADULT_MALE,8.0,165.0
2310,ADULT_FEMALE_G,62.0,6.0
2311,JUVENILE,62.0,4.0
2312,ADULT_FEMALE_G,44.0,27.0
2313,ADULT_MALE,0.0,220.0
2314,JUVENILE,5.0,225.0
2315,ADULT_MALE,14.0,166.0
2316,JUVENILE,5.0,225.0
2317,JUVENILE,11.0,169.0
2318,ADULT_FEMALE_G,308.0,167.0
2319,ADULT_FEMALE_G,42.0,11.0
2320,ADULT_MALE,10.0,163.0
2321,JUVENILE,11.0,169.0
2322,ADULT_FEMALE_G,3.0,223.0
2323,ADULT_FEMALE_G,6.0,172.0
2324,ADULT_FEMALE_G,290.0,170.0
2325,JUVENILE,284.0,175.0
2326,ADULT_MALE,2.0,174.0
2327,JUVENILE,11.0,169.0
2328,ADULT_FEMALE_G,265.0,165.0
2329,ADULT_MALE,46.0,8.0
2330,JUVENILE,62.0,4.0
2331,ADULT_FEMALE_G,282.0,149.0
2332,JUVENILE,307.0,173.0
2333,JUVENILE,5.0,225.0
2334,JUVENILE,284.0,175.0
2335,ADULT_FEMALE_G,48.0,31.0
2336,JUVENILE,5.0,225.0
2337,ADULT_FEMALE_G,9.0,165.0
2338,ADULT_FEMALE_G,11.0,206.0
2339,ADULT_FEMALE_U,42.0,27.0
2340,ADULT_FEMALE_G,53.0,34.0
2341,JUVENILE,11.0,169.0
2342,ADULT_FEMALE_G,279.0,176.0
2343,JUVENILE,11.0,169.0
2344,ADULT_FEMALE_G,1.0,176.0
2345,ADULT_MALE,4.0,222.0
2346,JUVENILE,5.0,225.0
2347,ADULT_FEMALE_G,4.0,222.0
2348,ADULT_FEMALE_G,5.0,167.0
2349,JUVENILE,11.0,169.0
2350,ADULT_FEMALE_G,9.0,160.0
2351,ADULT_FEMALE_G,282.0,178.0
2352,ADULT_FEMALE_G,1.0,229.0
2353,ADULT_FEMALE_G,322.0,167.0
2354,JUVENILE,5.0,225.0
2355,JUVENILE,11.0,169.0
2356,JUVENILE,5.0,225.0
2357,JUVENILE,11.0,169.0
2358,JUVENILE,62.0,4.0
2359,ADULT_FEMALE_G,5.0,221.0
2360,ADULT_MALE,292.0,181.0
2361,ADULT_FEMALE_G,5.0,213.0
2362,ADULT_FEMALE_G,12.0,165.0
2363,ADULT_FEMALE_G,60.0,5.0
2364,JUVENILE,11.0,169.0
2365,JUVENILE,62.0,4.0
2366,JUVENILE,62.0,4.0
2367,ADULT_FEMALE_G,39.0,10.0
2368,JUVENILE,285.0,178.0
2369,ADULT_FEMALE_G,54.0,6.0
2370,ADULT_FEMALE_G,3.0,174.0
2371,JUVENILE,11.0,169.0
2372,ADULT_FEMALE_G,5.0,223.0
2373,ADULT_FEMALE_G,41.0,6.0
2374,ADULT_MALE,9.0,211.0
2375,ADULT_FEMALE_G,4.0,224.0
2376,JUVENILE,285.0,178.0
2377,JUVENILE,5.0,225.0
2378,JUVENILE,5.0,225.0
2379,ADULT_FEMALE_G,3.0,176.0
2380,JUVENILE,5.0,225.0
2381,ADULT_FEMALE_G,320.0,206.0
2382,ADULT_FEMALE_G,4.0,211.0
2383,ADULT_FEMALE_G,284.0,171.0
2384,ADULT_MALE,13.0,167.0
2385,ADULT_MALE,1.0,227.0
2386,JUVENILE,11.0,169.0
2387,JUVENILE,307.0,173.0
2388,ADULT_FEMALE_G,5.0,223.0
2389,JUVENILE,62.0,4.0
2390,JUVENILE,62.0,4.0
2391,ADULT_FEMALE_G,281.0,171.0
2392,ADULT_MALE,2.0,221.0
2393,JUVENILE,284.0,175.0
2394,ADULT_FEMALE_G,318.0,150.0
2395,JUVENILE,62.0,4.0
2396,JUVENILE,285.0,178.0
2397,ADULT_FEMALE_G,3.0,175.0
2398,ADULT_FEMALE_G,12.0,164.0
2399,JUVENILE,5.0,225.0
2400,ADULT_MALE,297.0,176.0
2401,ADULT_FEMALE_G,310.0,187.0
2402,JUVENILE,5.0,225.0
2403,ADULT_FEMALE_G,4.0,173.0
2404,JUVENILE,307.0,173.0
2405,JUVENILE,284.0,175.0
