time,J,M,FU,FG,total
274.19999999999385,2691,1092,23,2165,5971
274.2999999999939,2685,1092,23,2168,5968
274.3999999999939,2688,1094,23,2170,5975
274.4999999999939,2689,1099,17,2181,5986
274.59999999999394,2683,1106,16,2177,5982
274.69999999999396,2685,1102,18,2172,5977
274.799999999994,2688,1107,16,2169,5980
274.899999999994,2700,1102,16,2165,5983
274.99999999999403,2702,1099,25,2160,5986
275.09999999999405,2690,1096,17,2171,5974
275.1999999999941,2683,1099,12,2170,5964
275.2999999999941,2687,1099,16,2163,5965
275.3999999999941,2690,1101,13,2156,5960
275.49999999999415,2689,1095,20,2153,5957
275.59999999999417,2701,1086,25,2157,5969
275.6999999999942,2710,1091,15,2164,5980
275.7999999999942,2703,1098,27,2161,5989
275.89999999999424,2721,1097,16,2169,6003
275.99999999999426,2726,1089,16,2166,5997
276.0999999999943,2717,1092,16,2166,5991
276.1999999999943,2736,1086,15,2167,6004
276.2999999999943,2741,1083,17,2158,5999
276.39999999999435,2735,1086,24,2157,6002
276.4999999999944,2726,1086,19,2157,5988
276.5999999999944,2729,1094,16,2156,5995
276.6999999999944,2732,1093,17,2152,5994
276.79999999999444,2725,1093,21,2155,5994
276.89999999999446,2743,1088,16,2161,6008
276.9999999999945,2738,1089,19,2165,6011
277.0999999999945,2730,1091,18,2169,6008
277.19999999999453,2719,1095,16,2171,6001
277.29999999999455,2712,1092,19,2171,5994
277.3999999999946,2695,1094,25,2169,5983
277.4999999999946,2683,1094,17,2169,5963
277.5999999999946,2689,1098,19,2166,5972
277.69999999999465,2707,1098,20,2170,5995
277.79999999999467,2720,1096,20,2172,6008
277.8999999999947,2727,1095,16,2170,6008
277.9999999999947,2709,1102,24,2163,5998
278.09999999999474,2687,1103,23,2173,5986
278.19999999999476,2675,1100,23,2179,5977
278.2999999999948,2691,1100,13,2187,5991
278.3999999999948,2684,1100,18,2179,5981
278.4999999999948,2697,1098,14,2180,5989
278.59999999999485,2684,1095,19,2180,5978
278.6999999999949,2683,1094,13,2182,5972
278.7999999999949,2685,1090,11,2181,5967
278.8999999999949,2691,1086,16,2176,5969
278.99999999999494,2687,1080,13,2175,5955
279.09999999999496,2675,1084,19,2168,5946
279.199999999995,2669,1079,16,2174,5938
279.299999999995,2673,1081,13,2179,5946
279.39999999999503,2673,1079,15,2175,5942
279.49999999999505,2670,1073,24,2168,5935
279.5999999999951,2662,1080,27,2176,5945
279.6999999999951,2655,1087,14,2185,5941
279.7999999999951,2643,1083,18,2183,5927
279.89999999999515,2645,1089,21,2186,5941
279.99999999999517,2674,1091,12,2192,5969
280.0999999999952,2682,1090,14,2189,5975
280.1999999999952,2683,1090,17,2185,5975
280.29999999999524,2683,1092,23,2186,5984
280.39999999999526,2690,1096,18,2191,5995
280.4999999999953,2692,1097,14,2200,6003
280.5999999999953,2692,1091,20,2194,5997
280.6999999999953,2681,1091,14,2205,5991
280.79999999999535,2681,1096,19,2198,5994
280.8999999999954,2685,1101,12,2207,6005
280.9999999999954,2673,1110,15,2204,6002
281.0999999999954,2694,1112,11,2208,6025
281.19999999999544,2690,1107,16,2203,6016
281.29999999999546,2700,1107,21,2204,6032
281.3999999999955,2708,1103,15,2203,6029
281.4999999999955,2707,1093,22,2200,6022
281.59999999999553,2727,1093,19,2206,6045
281.69999999999555,2735,1086,11,2213,6045
281.7999999999956,2735,1086,15,2204,6040
281.8999999999956,2732,1078,13,2208,6031
281.9999999999956,2739,1071,19,2213,6042
282.09999999999565,2749,1074,18,2213,6054
282.19999999999567,2757,1079,15,2214,6065
282.2999999999957,2750,1086,16,2209,6061
282.3999999999957,2754,1081,13,2203,6051
282.49999999999574,2739,1093,20,2200,6052
282.59999999999576,2740,1097,13,2206,6056
282.6999999999958,2758,1095,13,2204,6070
282.7999999999958,2750,1084,12,2200,6046
282.8999999999958,2727,1090,17,2201,6035
282.99999999999585,2720,1095,23,2202,6040
283.0999999999959,2729,1098,15,2212,6054
283.1999999999959,2739,1091,15,2210,6055
283.2999999999959,2754,1090,19,2211,6074
283.39999999999594,2773,1089,19,2216,6097
283.49999999999596,2783,1100,20,2214,6117
283.599999999996,2785,1101,19,2222,6127
283.699999999996,2779,1109,16,2224,6128
283.79999999999603,2791,1110,16,2227,6144
283.89999999999606,2789,1111,15,2229,6144
283.9999999999961,2788,1114,20,2228,6150
284.0999999999961,2771,1116,18,2229,6134
284.1999999999961,2768,1122,18,2229,6137
284.29999999999615,2769,1123,14,2232,6138
284.39999999999617,2770,1122,20,2229,6141
284.4999999999962,2761,1123,15,2229,6128
284.5999999999962,2750,1120,22,2221,6113
284.69999999999624,2759,1119,12,2230,6120
284.79999999999626,2777,1122,19,2228,6146
284.8999999999963,2773,1135,17,2231,6156
284.9999999999963,2773,1135,13,2228,6149
285.0999999999963,2766,1132,18,2227,6143
285.19999999999635,2794,1130,16,2226,6166
285.2999999999964,2765,1125,20,2225,6135
285.3999999999964,2764,1133,16,2232,6145
