epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,29777,0.01083,0.52563,1.00933,0.95311,0.95446,0.97529,0.72572,0.00803,0.32421,0.75183,0.0130983,0.00436609,0.0130983,0.00436609,0.0130983,0.00436609,0.0130983,0.00436609
128,30348.2,0.01085,0.52551,1.01172,0.95457,0.95675,0.97704,0.72631,0.00801,0.32375,0.75077,0.0129641,0.00432138,0.0129641,0.00432138,0.0129641,0.00432138,0.0129641,0.00432138
129,30918.8,0.01091,0.53149,1.00893,0.95283,0.95668,0.97703,0.72612,0.008,0.32285,0.74954,0.01283,0.00427666,0.01283,0.00427666,0.01283,0.00427666,0.01283,0.00427666
130,31490.1,0.01084,0.5245,1.00522,0.95199,0.95706,0.97529,0.72606,0.00799,0.3226,0.74831,0.0126958,0.00423195,0.0126958,0.00423195,0.0126958,0.00423195,0.0126958,0.00423195
131,32061.6,0.01084,0.51912,1.00824,0.952,0.95731,0.97675,0.72615,0.00798,0.32167,0.74761,0.0125617,0.00418724,0.0125617,0.00418724,0.0125617,0.00418724,0.0125617,0.00418724
132,32632.5,0.01081,0.52335,1.00669,0.95194,0.95613,0.97522,0.72578,0.00797,0.32115,0.74734,0.0124276,0.00414252,0.0124276,0.00414252,0.0124276,0.00414252,0.0124276,0.00414252
133,33203.5,0.01078,0.52594,1.00487,0.95189,0.955,0.97454,0.7266,0.00796,0.32102,0.74684,0.0122934,0.00409781,0.0122934,0.00409781,0.0122934,0.00409781,0.0122934,0.00409781
134,33777.2,0.01074,0.52136,1.00751,0.95014,0.95449,0.9746,0.72807,0.00796,0.32048,0.74653,0.0121593,0.0040531,0.0121593,0.0040531,0.0121593,0.0040531,0.0121593,0.0040531
135,34349.6,0.01074,0.51702,1.00553,0.95102,0.95485,0.97472,0.72773,0.00795,0.32009,0.74649,0.0120251,0.00400838,0.0120251,0.00400838,0.0120251,0.00400838,0.0120251,0.00400838
136,34928,0.0108,0.52669,1.00872,0.95102,0.95491,0.97475,0.72861,0.00795,0.32061,0.74634,0.011891,0.00396367,0.011891,0.00396367,0.011891,0.00396367,0.011891,0.00396367
137,35499.6,0.01075,0.52402,1.00771,0.95101,0.95469,0.97491,0.72816,0.00794,0.31995,0.74634,0.0117569,0.00391895,0.0117569,0.00391895,0.0117569,0.00391895,0.0117569,0.00391895
138,36070.4,0.01072,0.5179,1.00905,0.9501,0.9537,0.97484,0.72921,0.00794,0.31957,0.74661,0.0116227,0.00387424,0.0116227,0.00387424,0.0116227,0.00387424,0.0116227,0.00387424
139,36641.1,0.01068,0.5132,1.0035,0.9501,0.95383,0.97494,0.72865,0.00793,0.32001,0.74632,0.0114886,0.00382953,0.0114886,0.00382953,0.0114886,0.00382953,0.0114886,0.00382953
140,85849.6,0.01063,0.51195,0.99757,0.95009,0.95358,0.97498,0.72939,0.00794,0.32031,0.74651,0.0113544,0.00378481,0.0113544,0.00378481,0.0113544,0.00378481,0.0113544,0.00378481
141,86468,0.01067,0.51636,1.00135,0.95133,0.95446,0.97549,0.72993,0.00794,0.32055,0.74652,0.0112203,0.0037401,0.0112203,0.0037401,0.0112203,0.0037401,0.0112203,0.0037401
142,87031.3,0.01064,0.51578,1.00111,0.95151,0.95446,0.97579,0.72946,0.00794,0.31984,0.74662,0.0110862,0.00369539,0.0110862,0.00369539,0.0110862,0.00369539,0.0110862,0.00369539
143,87532.4,0.0106,0.50796,0.99896,0.95023,0.95446,0.97556,0.73029,0.00793,0.32034,0.74607,0.010952,0.00365067,0.010952,0.00365067,0.010952,0.00365067,0.010952,0.00365067
144,88140.2,0.01071,0.51475,0.99954,0.95029,0.95446,0.97558,0.72918,0.00792,0.32006,0.74532,0.0108179,0.00360596,0.0108179,0.00360596,0.0108179,0.00360596,0.0108179,0.00360596
145,88745.9,0.01057,0.51226,0.99717,0.95199,0.95724,0.97617,0.72922,0.00791,0.32136,0.74492,0.0106837,0.00356125,0.0106837,0.00356125,0.0106837,0.00356125,0.0106837,0.00356125
146,89351.2,0.01057,0.50599,0.99419,0.95113,0.95722,0.97633,0.73015,0.00791,0.32091,0.74493,0.0105496,0.00351653,0.0105496,0.00351653,0.0105496,0.00351653,0.0105496,0.00351653
147,89958.3,0.01055,0.50875,0.99528,0.95379,0.9586,0.97643,0.72975,0.00791,0.32001,0.74505,0.0104155,0.00347182,0.0104155,0.00347182,0.0104155,0.00347182,0.0104155,0.00347182
148,90218.5,0.01057,0.51159,0.99357,0.95367,0.95811,0.97646,0.72967,0.00791,0.32068,0.74524,0.0102813,0.00342711,0.0102813,0.00342711,0.0102813,0.00342711,0.0102813,0.00342711
149,90376,0.01054,0.507,0.99101,0.9547,0.95963,0.97705,0.73034,0.0079,0.32068,0.74467,0.0101472,0.00338239,0.0101472,0.00338239,0.0101472,0.00338239,0.0101472,0.00338239
150,90467.6,0.01049,0.50296,0.99502,0.95404,0.95993,0.97718,0.73034,0.0079,0.32054,0.74433,0.010013,0.00333768,0.010013,0.00333768,0.010013,0.00333768,0.010013,0.00333768
151,90564.3,0.01042,0.50032,0.98832,0.95118,0.95902,0.97671,0.73008,0.0079,0.32008,0.74439,0.00987889,0.00329296,0.00987889,0.00329296,0.00987889,0.00329296,0.00987889,0.00329296
152,90657.5,0.01057,0.50832,0.98848,0.95093,0.95902,0.97721,0.72985,0.0079,0.31999,0.74429,0.00974475,0.00324825,0.00974475,0.00324825,0.00974475,0.00324825,0.00974475,0.00324825
153,90751.5,0.01052,0.50584,0.99124,0.95012,0.95902,0.97681,0.7303,0.00789,0.32054,0.74381,0.00961061,0.00320354,0.00961061,0.00320354,0.00961061,0.00320354,0.00961061,0.00320354
154,90840.5,0.01034,0.49634,0.98376,0.95191,0.95902,0.97659,0.7297,0.00789,0.3198,0.74354,0.00947647,0.00315882,0.00947647,0.00315882,0.00947647,0.00315882,0.00947647,0.00315882
155,90931.9,0.01042,0.50563,0.99223,0.95105,0.95811,0.97559,0.72851,0.00788,0.31982,0.74319,0.00934233,0.00311411,0.00934233,0.00311411,0.00934233,0.00311411,0.00934233,0.00311411
156,91021.5,0.01039,0.49715,0.98791,0.95162,0.95811,0.97617,0.72981,0.00787,0.32021,0.74275,0.00920819,0.0030694,0.00920819,0.0030694,0.00920819,0.0030694,0.00920819,0.0030694
157,91109.2,0.01027,0.49319,0.98466,0.9517,0.95811,0.97606,0.72918,0.00786,0.32035,0.74225,0.00907405,0.00302468,0.00907405,0.00302468,0.00907405,0.00302468,0.00907405,0.00302468
158,91194.2,0.0104,0.49819,0.98532,0.95165,0.95811,0.9757,0.72817,0.00786,0.32058,0.74198,0.00893991,0.00297997,0.00893991,0.00297997,0.00893991,0.00297997,0.00893991,0.00297997
159,91278.6,0.01035,0.49555,0.9803,0.951,0.95811,0.97561,0.72857,0.00786,0.32042,0.74176,0.00880577,0.00293526,0.00880577,0.00293526,0.00880577,0.00293526,0.00880577,0.00293526
160,91364.5,0.01049,0.49867,0.98434,0.95158,0.95719,0.97558,0.7282,0.00786,0.32046,0.74185,0.00867163,0.00289054,0.00867163,0.00289054,0.00867163,0.00289054,0.00867163,0.00289054
161,91451.6,0.01035,0.49544,0.98455,0.95205,0.95719,0.97599,0.72917,0.00786,0.31953,0.74203,0.00853749,0.00284583,0.00853749,0.00284583,0.00853749,0.00284583,0.00853749,0.00284583
162,91536.9,0.01029,0.49353,0.97563,0.95174,0.95719,0.97568,0.72932,0.00787,0.31913,0.74193,0.00840335,0.00280112,0.00840335,0.00280112,0.00840335,0.00280112,0.00840335,0.00280112
163,91621.7,0.01025,0.49165,0.98049,0.9521,0.95719,0.97564,0.72942,0.00786,0.31809,0.74159,0.00826921,0.0027564,0.00826921,0.0027564,0.00826921,0.0027564,0.00826921,0.0027564
164,91706.7,0.0103,0.4918,0.97978,0.95445,0.95719,0.97556,0.73048,0.00785,0.31838,0.7411,0.00813507,0.00271169,0.00813507,0.00271169,0.00813507,0.00271169,0.00813507,0.00271169
165,91795.1,0.01032,0.5016,0.98326,0.95309,0.95537,0.97406,0.73013,0.00785,0.31773,0.74106,0.00800092,0.00266697,0.00800092,0.00266697,0.00800092,0.00266697,0.00800092,0.00266697
166,91880.5,0.01025,0.49448,0.98135,0.95196,0.95641,0.97502,0.73013,0.00785,0.31807,0.74129,0.00786678,0.00262226,0.00786678,0.00262226,0.00786678,0.00262226,0.00786678,0.00262226
167,91965.2,0.01024,0.49018,0.98158,0.95176,0.95811,0.97562,0.73005,0.00786,0.31857,0.74169,0.00773264,0.00257755,0.00773264,0.00257755,0.00773264,0.00257755,0.00773264,0.00257755
168,92050.3,0.01014,0.49084,0.9798,0.95265,0.95811,0.97565,0.73075,0.00786,0.31853,0.74202,0.0075985,0.00253283,0.0075985,0.00253283,0.0075985,0.00253283,0.0075985,0.00253283
169,92140.7,0.01015,0.48955,0.98449,0.95325,0.95902,0.97563,0.73025,0.00786,0.31866,0.74232,0.00746436,0.00248812,0.00746436,0.00248812,0.00746436,0.00248812,0.00746436,0.00248812
170,92226.3,0.01017,0.48948,0.9829,0.9571,0.9551,0.9759,0.73016,0.00786,0.31862,0.74277,0.00733022,0.00244341,0.00733022,0.00244341,0.00733022,0.00244341,0.00733022,0.00244341
171,92311.5,0.0101,0.48468,0.97826,0.95623,0.95513,0.97586,0.72996,0.00786,0.31919,0.74318,0.00719608,0.00239869,0.00719608,0.00239869,0.00719608,0.00239869,0.00719608,0.00239869
172,92396.1,0.01007,0.48426,0.97259,0.95583,0.95537,0.97555,0.73062,0.00786,0.31981,0.74363,0.00706194,0.00235398,0.00706194,0.00235398,0.00706194,0.00235398,0.00706194,0.00235398
173,92485.3,0.01015,0.49128,0.97528,0.95628,0.95622,0.97544,0.73032,0.00786,0.31981,0.74399,0.0069278,0.00230927,0.0069278,0.00230927,0.0069278,0.00230927,0.0069278,0.00230927
174,92571.2,0.0102,0.49096,0.97735,0.95629,0.9564,0.97508,0.73137,0.00786,0.32018,0.74451,0.00679366,0.00226455,0.00679366,0.00226455,0.00679366,0.00226455,0.00679366,0.00226455
175,92656.5,0.01011,0.48334,0.9733,0.95715,0.95607,0.9756,0.73181,0.00786,0.32016,0.74485,0.00665952,0.00221984,0.00665952,0.00221984,0.00665952,0.00221984,0.00665952,0.00221984
176,92741.8,0.01004,0.48612,0.97224,0.95628,0.95619,0.97459,0.7312,0.00786,0.32024,0.74558,0.00652538,0.00217513,0.00652538,0.00217513,0.00652538,0.00217513,0.00652538,0.00217513
177,92827.9,0.01001,0.47931,0.96623,0.95528,0.95628,0.97448,0.73138,0.00787,0.32046,0.74625,0.00639124,0.00213041,0.00639124,0.00213041,0.00639124,0.00213041,0.00639124,0.00213041
178,92915.1,0.00996,0.47565,0.96974,0.95543,0.95656,0.97586,0.73084,0.00786,0.32058,0.74531,0.0062571,0.0020857,0.0062571,0.0020857,0.0062571,0.0020857,0.0062571,0.0020857
179,93000,0.01003,0.47775,0.96962,0.95541,0.95616,0.97471,0.73146,0.00786,0.32036,0.74508,0.00612296,0.00204099,0.00612296,0.00204099,0.00612296,0.00204099,0.00612296,0.00204099
180,93084.9,0.01005,0.48072,0.97148,0.95542,0.95637,0.97554,0.73181,0.00786,0.32015,0.74509,0.00598881,0.00199627,0.00598881,0.00199627,0.00598881,0.00199627,0.00598881,0.00199627
181,93172,0.01005,0.48244,0.96792,0.9559,0.95628,0.97419,0.73158,0.00786,0.32005,0.74494,0.00585467,0.00195156,0.00585467,0.00195156,0.00585467,0.00195156,0.00585467,0.00195156
182,93260.6,0.00997,0.47782,0.96906,0.95635,0.9577,0.97535,0.73139,0.00785,0.32005,0.74457,0.00572053,0.00190684,0.00572053,0.00190684,0.00572053,0.00190684,0.00572053,0.00190684
183,93345.9,0.00996,0.4804,0.97138,0.95634,0.95811,0.97556,0.7321,0.00784,0.32001,0.74428,0.00558639,0.00186213,0.00558639,0.00186213,0.00558639,0.00186213,0.00558639,0.00186213
184,93430.6,0.00993,0.47567,0.96852,0.95601,0.95811,0.97559,0.73246,0.00784,0.3198,0.74427,0.00545225,0.00181742,0.00545225,0.00181742,0.00545225,0.00181742,0.00545225,0.00181742
185,93516.4,0.00997,0.47897,0.97017,0.954,0.95719,0.97425,0.7324,0.00783,0.31911,0.74401,0.00531811,0.0017727,0.00531811,0.0017727,0.00531811,0.0017727,0.00531811,0.0017727
186,93605.4,0.00997,0.48027,0.97005,0.95381,0.95811,0.97561,0.73256,0.00783,0.31933,0.74385,0.00518397,0.00172799,0.00518397,0.00172799,0.00518397,0.00172799,0.00518397,0.00172799
187,93690.7,0.00983,0.47702,0.96609,0.95291,0.95846,0.97539,0.73185,0.00782,0.31871,0.74392,0.00504983,0.00168328,0.00504983,0.00168328,0.00504983,0.00168328,0.00504983,0.00168328
188,93775,0.00991,0.47504,0.96592,0.95382,0.95932,0.97634,0.73277,0.00782,0.31869,0.74415,0.00491569,0.00163856,0.00491569,0.00163856,0.00491569,0.00163856,0.00491569,0.00163856
189,93858.6,0.00996,0.47691,0.97084,0.95349,0.95811,0.97569,0.73229,0.00782,0.31855,0.74484,0.00478155,0.00159385,0.00478155,0.00159385,0.00478155,0.00159385,0.00478155,0.00159385
190,93949.5,0.00983,0.46952,0.96148,0.95348,0.95811,0.97576,0.73227,0.00783,0.31857,0.74537,0.00464741,0.00154914,0.00464741,0.00154914,0.00464741,0.00154914,0.00464741,0.00154914
191,94045.7,0.00773,0.3067,0.83585,0.95226,0.95811,0.97615,0.73196,0.00782,0.31815,0.74494,0.00451327,0.00150442,0.00451327,0.00150442,0.00451327,0.00150442,0.00451327,0.00150442
192,94129.8,0.00774,0.306,0.83528,0.95132,0.95719,0.97425,0.7322,0.00781,0.31796,0.74442,0.00437913,0.00145971,0.00437913,0.00145971,0.00437913,0.00145971,0.00437913,0.00145971
193,94213.1,0.00763,0.30199,0.83037,0.95234,0.95811,0.97564,0.73296,0.0078,0.3184,0.74384,0.00424499,0.001415,0.00424499,0.001415,0.00424499,0.001415,0.00424499,0.001415
194,94303.5,0.00763,0.30071,0.82999,0.95108,0.95622,0.97361,0.73303,0.00779,0.31847,0.7437,0.00411084,0.00137028,0.00411084,0.00137028,0.00411084,0.00137028,0.00411084,0.00137028
195,94388.5,0.00762,0.30228,0.83003,0.95288,0.95767,0.97545,0.73313,0.00779,0.31872,0.74356,0.0039767,0.00132557,0.0039767,0.00132557,0.0039767,0.00132557,0.0039767,0.00132557
196,94472.4,0.00752,0.29892,0.8263,0.95288,0.9577,0.97542,0.73247,0.00779,0.31844,0.74368,0.00384256,0.00128085,0.00384256,0.00128085,0.00384256,0.00128085,0.00384256,0.00128085
197,94556.3,0.0075,0.29743,0.82768,0.95375,0.95783,0.9763,0.73291,0.00778,0.31828,0.74367,0.00370842,0.00123614,0.00370842,0.00123614,0.00370842,0.00123614,0.00370842,0.00123614
198,94644.3,0.00754,0.29974,0.8285,0.9539,0.95719,0.97721,0.73303,0.00778,0.31811,0.74354,0.00357428,0.00119143,0.00357428,0.00119143,0.00357428,0.00119143,0.00357428,0.00119143
199,94729.8,0.00743,0.29479,0.82232,0.9546,0.95746,0.97708,0.73439,0.00778,0.31752,0.74355,0.00344014,0.00114671,0.00344014,0.00114671,0.00344014,0.00114671,0.00344014,0.00114671
200,94813.8,0.00743,0.2975,0.82324,0.95359,0.95437,0.97698,0.73435,0.00777,0.31724,0.74315,0.003306,0.001102,0.003306,0.001102,0.003306,0.001102,0.003306,0.001102
