N°,N° Planilla,N° Muestreo,Latitud,Longitud,Tipo de coordenada,Observación 1,Barrio,Código Manzana,Fecha de Instalación,Lugar de Instalación,Fecha de Retiro,Código de Paleta,Observación 2,Viables,Eclosionados,Inviables,Eclosionados+Inviables,Total,Observación 3,IPO,IDH,IMO,IIV,IB,IR
9939,0,60,-25.238009,-57.551009,1,Coordenada exacta,ZEBALLOS CUE,60375,29/04/2024,FRENTE ENTRE PLANTA,06/05/2024,Z102,NINGUNA,62,0,0,0,62,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9940,0,60,-25.23801,-57.551164,1,Coordenada exacta,ZEBALLOS CUE,60375,29/04/2024,FRENTE ENTRE PLANTA,06/05/2024,Z103,NINGUNA,1,0,1,1,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9941,0,60,-25.237216,-57.550371,1,Coordenada exacta,ZEBALLOS CUE,S/C,29/04/2024,FRENTE ENTRE PLANTA,06/05/2024,Z104,NINGUNA,8,1,1,2,10,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9942,0,61,-25.295693,-57.645658,1,Coordenada exacta,TACUMBU,7540,30/04/2024,FRENTE IZQ,07/05/2024,T1,NINGUNA,7,,,17,24,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9943,0,61,-25.295428,-57.645489,1,Coordenada exacta,TACUMBU,7480,30/04/2024,FRENTE A LA DERECHA,07/05/2024,T2,NINGUNA,257,,,9,266,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9944,0,61,0.0,-57.644805,2,Aproximadas por centroide,TACUMBU,7440,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,T3,NINGUNA,139,,,18,157,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9945,0,61,-25.294002,-57.646326,1,Coordenada exacta,TACUMBU,7410,30/04/2024,FRENTE A LA DERECHA CERCA DE LA PARED,07/05/2024,T4,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9946,0,61,-25.294658,-57.646301,1,Coordenada exacta,TACUMBU,7460,30/04/2024,FRENTE,07/05/2024,T5,NINGUNA,22,,,43,65,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9947,0,61,-25.29331,-57.645481,1,Coordenada exacta,TACUMBU,7350,30/04/2024,FRENTE A LA DERECHA,07/05/2024,T6,NINGUNA,74,,,6,80,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9949,0,61,-25.293003,-57.646621,1,Coordenada exacta,TACUMBU,7340,30/04/2024,FRENTE EN EL PATIO,07/05/2024,T8,NINGUNA,13,,,7,20,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9950,0,61,-25.292671,-57.647378,1,Coordenada exacta,TACUMBU,7340,30/04/2024,EN EL PATIO,07/05/2024,T9,NINGUNA,149,,,27,176,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9951,0,61,-25.292125,-57.647064,1,Coordenada exacta,TACUMBU,7280,30/04/2024,FRENTE EN LA COCHERA,07/05/2024,T10,NINGUNA,59,,,26,85,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9952,0,61,-25.291668,-57.646591,1,Coordenada exacta,TACUMBU,7260,30/04/2024,FRENTE DERECHO,07/05/2024,T11,NINGUNA,2,,,4,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9953,0,61,-25.291523,-57.646666,1,Coordenada exacta,TACUMBU,7220,30/04/2024,FRENTE EN EL CANTERO,07/05/2024,T12,NINGUNA,12,,,0,12,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9954,0,61,-25.292265,-57.645555,1,Coordenada exacta,TACUMBU,7320,30/04/2024,FRENTE POR LA PARED,07/05/2024,T13,NINGUNA,26,,,0,26,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9956,0,61,-25.292121,-57.643172,1,Coordenada exacta,TACUMBU,7270,30/04/2024,FRENTE DETRAS DE LA PLANTERA,07/05/2024,T15,NINGUNA,37,,,5,42,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9957,0,61,-25.290747,-57.643183,1,Coordenada exacta,TACUMBU,7210,30/04/2024,FRENTE EN EL JARDIN ENTRE PALMERAS,07/05/2024,T16,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9958,0,61,-25.290454,-57.642078,1,Coordenada exacta,TACUMBU,7150,30/04/2024,FRENTE ENTRE PLANTA,07/05/2024,T17,NINGUNA,88,,,5,93,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9959,0,61,-25.289715,-57.642582,1,Coordenada exacta,TACUMBU,7050,30/04/2024,SOBRE MESADA DE PARRILLA,07/05/2024,T18,NINGUNA,6,,,0,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9962,0,61,-25.290339,-57.644192,1,Coordenada exacta,TACUMBU,7140,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,T21,NINGUNA,136,,,5,141,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9963,0,61,-25.290117,-57.645159,1,Coordenada exacta,TACUMBU,7200,30/04/2024,FONDO ENTRE PLANTERAS,07/05/2024,T22,NINGUNA,81,,,11,92,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9964,0,61,-25.28977,-57.645477,1,Coordenada exacta,TACUMBU,7040,30/04/2024,FRENTE DETRAS DEL ARBOL DE MANGO,07/05/2024,T23,NINGUNA,65,,,4,69,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9965,0,61,-25.289427,-57.645276,1,Coordenada exacta,TACUMBU,7070,30/04/2024,DETRAS DE CAPO DE AUTO,07/05/2024,T24,NINGUNA,81,,,9,90,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9966,0,61,-25.288652,-57.646648,1,Coordenada exacta,TACUMBU,7010,30/04/2024,FRENTE EN EL DEPOSITO,07/05/2024,T25,NINGUNA,13,,,5,18,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9967,0,61,-25.28885,-57.646781,1,Coordenada exacta,TACUMBU,6960,30/04/2024,FRENTE DETRAS DE LA MESADA,07/05/2024,T26,NINGUNA,39,,,3,42,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9968,0,61,-25.288079,-57.646211,1,Coordenada exacta,TACUMBU,6960,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,T27,NINGUNA,247,,,32,279,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9969,0,61,-25.287699,-57.645134,1,Coordenada exacta,TACUMBU,6900,30/04/2024,FRENTE ENTRE PLANTERAS,07/05/2024,T28,NINGUNA,174,,,27,201,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9970,0,61,-25.292675,-57.65055,1,Coordenada exacta,TACUMBU,7300,30/04/2024,ENTRE PLANTAS,07/05/2024,T29,NINGUNA,165,,,33,198,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9971,0,61,-25.293734,-57.649375,1,Coordenada exacta,TACUMBU,7360,30/04/2024,DETRAS DE LA TEJA,07/05/2024,T30,NINGUNA,7,,,8,15,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9972,0,61,-25.294615,-57.647618,1,Coordenada exacta,TACUMBU,7420,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,T31,NINGUNA,4,,,3,7,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9973,0,61,-25.296264,-57.645636,1,Coordenada exacta,TACUMBU,7490,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,T32,NINGUNA,21,,,14,35,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9974,0,61,-25.297326,-57.646559,1,Coordenada exacta,TACUMBU,7560,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,T33,NINGUNA,173,,,28,201,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9975,0,61,-25.297528,-57.647692,1,Coordenada exacta,TACUMBU,7750,30/04/2024,BAJO LA PLANTERA,07/05/2024,T34,NINGUNA,120,,,33,153,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9976,0,61,-25.297335,-57.649176,1,Coordenada exacta,TACUMBU,7690,30/04/2024,DETRAS DE LA PLANTERA,07/05/2024,T35,NINGUNA,32,,,29,61,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9977,0,61,-25.297004,-57.650191,1,Coordenada exacta,TACUMBU,7640,30/04/2024,DETRAS DE LA REJA,07/05/2024,T36,NINGUNA,3,,,10,13,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9978,0,61,-25.296339,-57.651766,1,Coordenada exacta,TACUMBU,7470,30/04/2024,DETRAS DE LA PLANTERA,07/05/2024,T37,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9979,0,61,-25.295706,-57.649598,1,Coordenada exacta,TACUMBU,7550,30/04/2024,ENTRE LA PLANTA DE MAMON,07/05/2024,T38,NINGUNA,9,,,1,10,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9980,0,61,-25.294317,-57.651533,1,Coordenada exacta,TACUMBU,7450,30/04/2024,ENTRE PALMERA,07/05/2024,T39,NINGUNA,27,,,52,79,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9981,0,61,-25.294923,-57.651336,1,Coordenada exacta,TACUMBU,7450,30/04/2024,ENTRE PALMERA,07/05/2024,T40,NINGUNA,9,,,5,14,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9982,0,61,-25.295675,-57.652004,1,Coordenada exacta,TACUMBU,7510,30/04/2024,DEBAJO DE LA PLANTA DE AZALEIA,07/05/2024,T41,NINGUNA,54,,,9,63,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9983,0,61,-25.296223,-57.652831,1,Coordenada exacta,TACUMBU,7580,30/04/2024,DETRAS DE LA PALMERA,07/05/2024,T42,NINGUNA,2,,,0,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9984,0,61,-25.297037,-57.651552,1,Coordenada exacta,TACUMBU,7610,30/04/2024,FRENTE ENTRE PLANTAS CERCA DEL POZO,07/05/2024,T43,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9985,0,61,-25.298129,-57.650022,1,Coordenada exacta,TACUMBU,7840,30/04/2024,FRENTE A LADO DE LA PALMERA,07/05/2024,T44,NINGUNA,8,,,5,13,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9986,0,61,-25.298527,-57.648666,1,Coordenada exacta,TACUMBU,7850,30/04/2024,ENTRE PLANTAS,07/05/2024,T45,NINGUNA,7,,,17,24,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9987,0,61,-25.300338,-57.648955,1,Coordenada exacta,TACUMBU,8120,30/04/2024,FONDO BAJO PILETA,07/05/2024,T46,NINGUNA,10,,,0,10,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9988,0,61,-25.299689,-57.649979,1,Coordenada exacta,TACUMBU,8030,30/04/2024,FRENTE BAJO CANALETA,07/05/2024,T47,NINGUNA,5,,,1,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9989,0,61,-25.298909,-57.651495,1,Coordenada exacta,TACUMBU,7990,30/04/2024,FRENTE BAJO ESCALERA,07/05/2024,T48,NINGUNA,94,,,63,157,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9990,0,61,-25.299755,-57.652399,1,Coordenada exacta,TACUMBU,8000,30/04/2024,EN EL BAÑO,07/05/2024,T49,NINGUNA,34,,,8,42,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9991,0,61,-25.300145,-57.653602,1,Coordenada exacta,TACUMBU,8060,30/04/2024,FRENTE BAJO ARBOL,07/05/2024,T50,OVITRAMPA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9993,0,61,-25.299356,-57.653919,1,Coordenada exacta,TACUMBU,7920,30/04/2024,FRENTE BAJO MESA,07/05/2024,T52,NINGUNA,35,,,39,74,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9994,0,61,-25.299034,-57.654263,1,Coordenada exacta,TACUMBU,7920,30/04/2024,FRENTE BAJO ESCALERA,07/05/2024,T53,NINGUNA,175,,,7,182,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9995,0,61,-25.298151,-57.652817,1,Coordenada exacta,TACUMBU,7840,30/04/2024,FONDO BAJO PLANTA,07/05/2024,T54,NINGUNA,36,,,5,41,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9997,0,61,-25.297419,-57.654089,1,Coordenada exacta,TACUMBU,7700,30/04/2024,FONDO ENTRE PLANTAS,07/05/2024,T56,NINGUNA,53,,,5,58,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9998,0,61,-25.300677,-57.650095,1,Coordenada exacta,TACUMBU,8240,30/04/2024,ENTRE PLANTA,07/05/2024,T57,NINGUNA,0,,,2,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9999,0,61,-25.301149,-57.65099,1,Coordenada exacta,TACUMBU,8210,30/04/2024,FRENTE ENTRE PALMERAS,07/05/2024,T58,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10000,0,61,-25.300863,-57.65251,1,Coordenada exacta,TACUMBU,8260,30/04/2024,FRENTE IZQUIERDO ENTRE PLANTA,07/05/2024,T59,NINGUNA,20,,,10,30,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10001,0,61,-25.301943,-57.649123,1,Coordenada exacta,TACUMBU,8300,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,T60,NINGUNA,5,,,41,46,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10002,0,61,-25.301831,-57.650713,1,Coordenada exacta,TACUMBU,8330,30/04/2024,FRENTE ENTRE LAS PLANTAS,07/05/2024,T61,NINGUNA,6,,,15,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10003,0,61,-25.304127,-57.651532,1,Coordenada exacta,TACUMBU,8380,30/04/2024,FRENTE ENTRE LAS PLANTAS,07/05/2024,T62,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10004,0,61,-25.302631,-57.652753,1,Coordenada exacta,TACUMBU,8350,30/04/2024,FRENTE IZQUIERDO,07/05/2024,T63,NINGUNA,141,,,3,144,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10005,0,61,-25.302418,-57.65392,1,Coordenada exacta,TACUMBU,8320,30/04/2024,FRENTE IZQUIERDO ENTRE PLANTAS,07/05/2024,T64,NINGUNA,17,,,2,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10006,0,61,-25.301937,-57.654155,1,Coordenada exacta,TACUMBU,8170,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,T65,NINGUNA,18,,,3,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10007,0,61,-25.301873,-57.65495,1,Coordenada exacta,TACUMBU,8170,30/04/2024,FRENTE DERECHO A LADO DE LA MURALLA,07/05/2024,T66,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10008,0,61,-25.303679,-57.654155,1,Coordenada exacta,TACUMBU,8390,30/04/2024,FRENTE IZQUIERDO ENTRE PLANTAS,07/05/2024,T67,PALETA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10009,0,61,-25.304086,-57.652373,1,Coordenada exacta,TACUMBU,8420,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,T68,NINGUNA,98,,,19,117,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10010,0,61,-25.304511,-57.652321,1,Coordenada exacta,TACUMBU,8430,30/04/2024,FRENTE A LADO DEL ENVASES,07/05/2024,T69,NINGUNA,6,,,1,7,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10011,0,61,-25.301438,-57.664792,1,Coordenada exacta,TACUMBU,61240,30/04/2024,ENTRE LAS PLANTAS,08/05/2024,T70,NINGUNA,5,,,0,5,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10012,0,61,-25.300908,-57.664094,1,Coordenada exacta,TACUMBU,61240,30/04/2024,BAJO PILETA,08/05/2024,T71,NINGUNA,301,,,30,331,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10013,0,61,-25.302086,-57.664244,1,Coordenada exacta,TACUMBU,61090,30/04/2024,BAJO PILETA,08/05/2024,T72,NINGUNA,27,,,3,30,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10014,0,61,-25.302191,-57.66532,1,Coordenada exacta,TACUMBU,61090,30/04/2024,ENTRE PLANTAS,08/05/2024,T73,NINGUNA,22,,,27,49,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10015,0,61,-25.302912,-57.664477,1,Coordenada exacta,TACUMBU,61090,30/04/2024,AL COSTADO DE LA CASA,08/05/2024,T74,PALETA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10016,0,61,-25.302865,-57.665826,1,Coordenada exacta,TACUMBU,61090,30/04/2024,ENTRE TEJAS,08/05/2024,T75,OVITRAMPA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10017,0,61,-25.303924,-57.667861,1,Coordenada exacta,TACUMBU,8530,30/04/2024,JARDIN,08/05/2024,T76,NINGUNA,2,,,0,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10018,0,61,-25.305021,-57.667681,1,Coordenada exacta,TACUMBU,61260,30/04/2024,FONDO,08/05/2024,T77,NINGUNA,7,,,2,9,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10019,0,61,-25.305129,-57.667577,1,Coordenada exacta,TACUMBU,8452,30/04/2024,ENTRE PLANTAS,08/05/2024,T78,NINGUNA,22,,,27,49,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10020,0,61,-25.305449,-57.667152,1,Coordenada exacta,TACUMBU,8452,30/04/2024,ATRAS DE LA CASA,08/05/2024,T79,NINGUNA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10021,0,61,-25.30564,-57.667366,1,Coordenada exacta,TACUMBU,8539,30/04/2024,BAJO TECHO,08/05/2024,T80,NINGUNA,114,,,98,212,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10022,0,61,-25.305818,-57.666785,1,Coordenada exacta,TACUMBU,8590,30/04/2024,AL COSTADO DE LA MURALLA,13/05/2024,T81,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10023,0,61,-25.306085,-57.666858,1,Coordenada exacta,TACUMBU,8600,30/04/2024,ATRAS DE LA CASA ENTRE TEJAS,13/05/2024,T82,NINGUNA,12,,,47,59,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10024,0,61,-25.30759,-57.667252,1,Coordenada exacta,TACUMBU,61080,30/04/2024,FRENTE ENTRE PLANTAS,08/05/2024,T83,NINGUNA,6,,,12,18,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10025,0,61,-25.308348,-57.66693,1,Coordenada exacta,TACUMBU,8620,30/04/2024,ENTRE PLANTAS,13/05/2024,T84,NINGUNA,74,,,37,111,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10026,0,61,-25.309085,-57.667565,1,Coordenada exacta,TACUMBU,61080,30/04/2024,BAJO PILETA,08/05/2024,T85,NINGUNA,88,,,78,166,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10027,0,61,-25.309038,-57.668035,1,Coordenada exacta,TACUMBU,8620,30/04/2024,AL COSTADO DE LA PLANTERA,08/05/2024,T86,NINGUNA,134,,,46,180,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10028,0,61,-25.309461,-57.666985,1,Coordenada exacta,TACUMBU,61080,30/04/2024,FRENTE CERCA DEL PORTON,08/05/2024,T87,NINGUNA,122,,,16,138,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10029,0,61,-25.309694,-57.667053,1,Coordenada exacta,TACUMBU,8660,30/04/2024,AL COSTADO CERCA DEL TAMBOR,08/05/2024,T88,NINGUNA,29,,,49,78,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10030,0,61,-25.317153,-57.665748,1,Coordenada exacta,TACUMBU,8459,30/04/2024,ENTRADA AL COSTADO DEL AIRE,08/05/2024,T89,NINGUNA,3,,,9,12,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10031,0,61,-25.316283,-57.665221,1,Coordenada exacta,TACUMBU,8920,30/04/2024,AL COSTADO DEL SOFA,08/05/2024,T90,NINGUNA,8,,,11,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10032,0,61,-25.315756,-57.664369,1,Coordenada exacta,TACUMBU,S/C,30/04/2024,AL COSTADO DE VIDRIO,08/05/2024,T91,NINGUNA,17,,,6,23,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10033,0,61,-25.314888,-57.664516,1,Coordenada exacta,TACUMBU,8840,30/04/2024,FRENTE ENTRE PLANTAS,08/05/2024,T92,NINGUNA,6,,,5,11,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10034,0,61,-25.313479,-57.664932,1,Coordenada exacta,TACUMBU,8840,30/04/2024,ENTRE LAS PLANTAS,08/05/2024,T93,NINGUNA,226,,,37,263,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10035,0,61,-25.315644,-57.665875,1,Coordenada exacta,TACUMBU,8730,30/04/2024,A LA IZQUIERDA ENTRE LAS PLANTAS,08/05/2024,T94,PALETA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10036,0,61,-25.316918,-57.666915,1,Coordenada exacta,TACUMBU,8730,30/04/2024,FRENTE ENTRE PLANTAS,08/05/2024,T95,OVITRAMPA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10037,0,61,-25.316575,-57.668428,1,Coordenada exacta,TACUMBU,8930,30/04/2024,A LA IZQUIERDA ENTRE LAS PLANTAS,08/05/2024,T96,NINGUNA,34,,,2,36,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10038,0,61,-25.316791,-57.668482,1,Coordenada exacta,TACUMBU,8861,30/04/2024,DETRAS DE LA LAVARROPA,08/05/2024,T97,NINGUNA,47,,,6,53,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10039,0,61,-25.31471,-57.668154,1,Coordenada exacta,TACUMBU,8720,30/04/2024,ENTRE LAS PLANTAS,08/05/2024,T98,NINGUNA,93,,,30,123,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10040,0,61,-25.314994,-57.668809,1,Coordenada exacta,TACUMBU,8890,30/04/2024,ENTRE PLANTAS,08/05/2024,T99,NINGUNA,205,,,23,228,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10041,0,61,-25.314477,-57.668822,1,Coordenada exacta,TACUMBU,8720,30/04/2024,A LADO DEL PORTON,08/05/2024,T100,NINGUNA,110,,,5,115,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10042,0,61,-25.313001,-57.666981,1,Coordenada exacta,TACUMBU,8721,30/04/2024,ENTRE PLANTA,08/05/2024,T101,NINGUNA,33,,,54,87,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10043,0,61,-25.312475,-57.666941,1,Coordenada exacta,TACUMBU,8721,30/04/2024,ENTRADA ENTRE PLANTA,08/05/2024,T102,NINGUNA,118,,,39,157,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10044,0,61,-25.312657,-57.665896,1,Coordenada exacta,TACUMBU,8455,30/04/2024,ENTRE PLANTA,13/05/2024,T103,OVITRAMPA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10045,0,61,-25.311981,-57.668728,1,Coordenada exacta,TACUMBU,8652,30/04/2024,ENTRE PLANTA,08/05/2024,T104,NINGUNA,78,,,29,107,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10046,0,61,-25.311782,-57.668756,1,Coordenada exacta,TACUMBU,8652,30/04/2024,ENTRADA A LADO DE LA LAVADORA,08/05/2024,T105,NINGUNA,98,,,14,112,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10047,0,61,-25.311239,-57.666955,1,Coordenada exacta,TACUMBU,8455,30/04/2024,A LA IZQUIERDA ENTRE SILLA,08/05/2024,T106,NINGUNA,44,,,55,99,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10048,0,61,-25.310228,-57.666437,1,Coordenada exacta,TACUMBU,8455,30/04/2024,SOBRE EL MEDIDOR DE LA ANDE,08/05/2024,T107,NINGUNA,104,,,8,112,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10093,0,63,-25.305315,-57.641245,1,Coordenada exacta,OBRERO,12550,30/04/2024,FRENTE DERECHO BAJO MEDIDOR,07/05/2024,O3,NINGUNA,71,,,2,73,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10094,0,63,-25.304183,-57.640686,1,Coordenada exacta,OBRERO,12460,30/04/2024,PATIO COSTADO A LA IZQ PARED DE BAÑO,07/05/2024,O4,NINGUNA,41,,,24,65,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10095,0,63,-25.304754,-57.639446,1,Coordenada exacta,OBRERO,12620,30/04/2024,FRENTE IZQUIERDO PARED,07/05/2024,O5,NINGUNA,8,,,0,8,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
