number,value,datetime_start,datetime_complete,duration,params_box,params_cls,params_dfl,params_fliplr,params_flipud,params_hsv_h,params_hsv_s,params_hsv_v,params_lr0,params_lrf,params_mixup,params_momentum,params_mosaic,params_warmup_epochs,params_weight_decay,state
53,0.9551643526451514,2026-03-29 03:24:11.473519,2026-03-29 03:45:04.304724,0 days 00:20:52.831205,0.07084286099842521,0.34959755789392855,1.327481023967874,0.48939467418605537,0.24273638976730466,0.00951852378664017,0.792315135515793,0.29457248143559794,0.048142555351333945,0.1323539796034706,0.06407482785822262,0.8689495448217994,0.5820253671767684,1.6130669923205152,0.00018202095871415374,COMPLETE
54,0.9504303482724165,2026-03-29 03:45:04.343705,2026-03-29 04:06:04.070024,0 days 00:20:59.726319,0.09218070062955296,0.4229668586270504,1.2667643362161507,0.5505303831568582,0.2325526736114231,0.020107392410627208,0.6513082927307602,0.563715241790059,0.010860202198673459,0.09749851848893731,0.09532335785762218,0.7852645087957923,0.5552689541566403,2.1180581231982405,2.1287073989484344e-05,COMPLETE
55,0.9602185214104694,2026-03-29 04:06:04.084024,2026-03-29 04:27:03.138859,0 days 00:20:59.054835,0.05454085861920254,0.5085486851696506,1.2197489013777891,0.6824926487944172,0.2739923095503335,0.023932035547605757,0.7013837042928294,0.21638022340624813,0.032690225631329645,0.05027389388034421,0.10633586972734896,0.737701392649043,0.5035307890536166,2.3416909147296803,1.1140907050224957e-05,COMPLETE
56,0.9497952971793221,2026-03-29 04:27:03.170447,2026-03-29 04:47:52.738306,0 days 00:20:49.567859,0.08518207531797921,0.525201556688355,1.2080363689088405,0.6948949392265364,0.2756637100806793,0.024081236848057495,0.6161647949414644,0.22510377904089243,0.025350629587802178,0.050062544828692976,0.10868143191346236,0.7044042643238321,0.5048857938074731,1.5519694541572537,0.000648876333768559,COMPLETE
57,0.9525122976758885,2026-03-29 04:47:52.753940,2026-03-29 05:08:46.964431,0 days 00:20:54.210491,0.0779762780124418,0.536572285461611,0.9884406628216335,0.6566615488745385,0.28831411488663156,0.027098535460429632,0.6871816366121746,0.28268563962135673,0.03192904887163601,0.06555049993477823,0.147268442112804,0.7415982116598795,0.5183568616587202,2.257722393066709,1.0224446355240408e-05,COMPLETE
58,0.960984245871947,2026-03-29 05:08:46.980379,2026-03-29 09:49:00.067154,0 days 04:40:13.086775,0.05468204956610229,0.5063050409997244,1.118472707841976,0.4680469493606124,0.2600421440132827,0.01623198694025811,0.3946176976927466,0.34065872807330316,0.020034829576367024,0.0958945430483106,0.29543351521239264,0.7157469784797678,0.5313260374825746,2.571631247590307,9.032604821746167e-05,COMPLETE
59,0.9435273591665405,2026-03-29 09:49:00.078900,2026-03-29 10:07:29.791734,0 days 00:18:29.712834,0.06670681108168511,0.27780180775193203,1.1154494982033123,0.5291931132729185,0.2604750518594262,0.016364058963401023,0.372231035073453,0.3385039511635339,0.01309803213651748,0.08956877121173641,0.2750790926858466,0.955573054272552,0.5346184706992563,2.586963698507824,0.00010110489241395319,COMPLETE
60,0.9486621760678143,2026-03-29 10:07:29.804690,2026-03-29 10:26:10.408390,0 days 00:18:40.603700,0.09997058470109031,0.5030421352884774,1.0698796190794593,0.4930803632560719,0.22715201900421003,0.006449227302419661,0.2640410097730492,0.49176257363378323,0.02041177614562003,0.11839503316626998,0.22396231708049757,0.7201684394404725,0.5544442535671424,2.968832852926432,5.607994766776955e-05,COMPLETE
61,0.9596695998485709,2026-03-29 10:26:10.417782,2026-03-29 10:44:50.106210,0 days 00:18:39.688428,0.05495449479146577,0.5097304303839417,1.166898525997785,0.6589735075425687,0.2713296110184766,0.0330922895762871,0.3761973115531543,0.3960018123334569,0.015526795403083216,0.07667036764100246,0.18724928056237697,0.7166475961051338,0.5275568699166104,2.3954913551280383,0.00011786384697177702,COMPLETE
62,0.951786632707317,2026-03-29 10:44:50.114837,2026-03-29 11:03:31.051740,0 days 00:18:40.936903,0.06065353578587754,0.540168131821589,1.1324790675642682,0.46749624626471326,0.25851473025333294,0.021811381787860185,0.40598061070697544,0.30906140975742874,0.03522787119142491,0.10335048094177948,0.1252829841421913,0.7351457979229479,0.5071313700540783,2.3011233252697965,7.158734205762451e-05,COMPLETE
63,0.9579536055810933,2026-03-29 11:03:31.060968,2026-03-29 12:23:04.756798,0 days 01:19:33.695830,0.05550057562702082,0.49523664190089356,1.0335501558203823,0.45134566455906877,0.21792859642157153,0.017520999045854996,0.5733853041826225,0.25226391388087327,0.019028447183813045,0.06685758512999435,0.2628741715232876,0.7798600475285333,0.57287521605143,2.589097264483691,0.00016615175168834063,COMPLETE
64,0.9562648077064134,2026-03-29 12:23:04.771839,2026-03-29 14:04:49.589838,0 days 01:41:44.817999,0.11582094244450925,0.4608144206759744,1.2261739607977395,0.63807618467796,0.19720190207719163,0.012273757705226065,0.5154068952795603,0.2197539766815823,0.02671982735203074,0.05282683308101503,0.07852103569024167,0.8264469134713923,0.5995395061938326,1.9642783654401752,8.569384154947714e-05,COMPLETE
65,0.9535145761500234,2026-03-29 14:04:49.603866,2026-03-29 15:33:06.608225,0 days 01:28:17.004359,0.06510423628947246,0.546541417384642,1.1992694621144981,0.34194411386638984,0.24914163105366735,0.015719783249682748,0.33002813965870326,0.3473779186857031,0.004505443431133186,0.15052523280352084,0.10559372479804296,0.7314440630570223,0.5475539272274007,1.7368877938450265,1.601726913697237e-05,COMPLETE
66,0.950877114840475,2026-03-29 15:33:06.615884,2026-03-29 15:51:56.447211,0 days 00:18:49.831327,0.0703451093610165,0.4751305679742838,1.0968363317749101,0.5871833583722906,0.28764933007050764,0.022465748916686575,0.46434976475467443,0.2553229564943147,0.02305595965927199,0.0919277806174388,0.29668704464606793,0.7002524934162706,0.5635602042606264,1.3848685697258967,2.4960430378681852e-05,COMPLETE
